,index,expression_mean,expression_median,target_gene,expression_mean_norm,expression_mean_log10
825,Element700,99.597115,0.0,PIN1,0.8740127,1.9982469
826,Element701,119.2238,0.0,PIN1,1.0462464,2.076363
827,Element702,108.37469,0.0,PIN1,0.95104015,2.034928
828,Element703,110.526436,0.0,PIN1,0.9699228,2.0434663
829,Element704,97.15162,0.0,PIN1,0.8525523,1.9874502
830,OR10H2,113.08058,0.0,PIN1,0.99233663,2.053388
831,OR10K1,105.751465,0.0,PIN1,0.9280201,2.0242865
832,OR10V1,107.10635,0.0,PIN1,0.93990993,2.0298154
833,OR14J1,107.580696,0.0,PIN1,0.9440725,2.0317345
834,OR2A2,106.19498,0.0,PIN1,0.9319121,2.0261042
835,PIN1_P1P2,18.25857,0.0,PIN1,0.16022776,1.2614669
836,non-targeting,54.898827,0.0,PITX2,1.0,1.7395631
837,Element959,37.888153,0.0,PITX2,0.690145,1.5785035
838,Element960,37.739563,0.0,PITX2,0.6874384,1.576797
839,Element961,25.97812,0.0,PITX2,0.47319993,1.4146079
840,Element962,26.45372,0.0,PITX2,0.4818631,1.4224869
841,Element963,24.126574,0.0,PITX2,0.4394734,1.3824958
842,Element964,46.48404,0.0,PITX2,0.8467219,1.6673039
843,Element965,49.163548,0.0,PITX2,0.89553005,1.6916432
844,OR10H2,53.481018,0.0,PITX2,0.97417414,1.7281997
845,OR10K1,53.907887,0.0,PITX2,0.9819497,1.7316524
846,OR10V1,51.818954,0.0,PITX2,0.94389915,1.7144886
847,OR14J1,56.072487,0.0,PITX2,1.0213786,1.7487499
848,OR2A2,56.597916,0.0,PITX2,1.0309495,1.7528005
849,PITX2_P1,44.23141,0.0,PITX2,0.8056896,1.6457309
850,non-targeting,27.035292,0.0,PLAGL2,1.0,1.4319311
851,Element833,24.013538,0.0,PLAGL2,0.8882293,1.3804562
852,Element834,31.429758,0.0,PLAGL2,1.1625456,1.4973412
853,Element835,26.386702,0.0,PLAGL2,0.9760095,1.4213852
854,Element836,29.593267,0.0,PLAGL2,1.0946162,1.4711931
855,Element837,23.559547,0.0,PLAGL2,0.8714368,1.372167
856,Element838,19.118189,0.0,PLAGL2,0.7071567,1.2814468
857,OR10H2,28.162296,0.0,PLAGL2,1.0416864,1.4496682
858,OR10K1,29.261932,0.0,PLAGL2,1.0823605,1.4663031
859,OR10V1,35.62498,0.0,PLAGL2,1.3177214,1.5517547
860,OR14J1,30.871414,0.0,PLAGL2,1.1418931,1.4895567
861,OR2A2,24.519693,0.0,PLAGL2,0.9069513,1.3895152
862,PLAGL2_P1P2,9.688512,0.0,PLAGL2,0.35836536,0.9862571
863,non-targeting,27.806181,0.0,RARA,1.0,1.4441414
864,Element573,27.890312,0.0,RARA,1.0030257,1.4454535
865,Element574,26.079226,0.0,RARA,0.9378931,1.4162948
866,Element575,35.228264,0.0,RARA,1.266922,1.5468913
867,Element576,31.243746,0.0,RARA,1.1236259,1.4947633
868,Element577,27.247292,0.0,RARA,0.97990054,1.4353235
869,Element578,28.04561,0.0,RARA,1.0086106,1.447865
870,Element579,25.35784,0.0,RARA,0.91194975,1.4041123
871,Element580,29.060526,0.0,RARA,1.0451103,1.4633036
872,Element581,22.384401,0.0,RARA,0.8050153,1.3499455
873,Element582,29.468918,0.0,RARA,1.0597974,1.4693643
874,Element583,25.129408,0.0,RARA,0.9037346,1.4001824
875,Element584,20.960966,0.0,RARA,0.753824,1.3214114
876,Element585,24.132591,0.0,RARA,0.8678859,1.382604
877,Element586,31.990597,0.0,RARA,1.150485,1.5050224
878,Element587,31.139448,0.0,RARA,1.1198751,1.493311
879,Element588,29.352224,0.0,RARA,1.0556008,1.4676411
880,Element589,32.090645,0.0,RARA,1.1540831,1.5063785
881,Element590,30.491545,0.0,RARA,1.0965743,1.4841795
882,Element591,25.530277,0.0,RARA,0.91815114,1.4070556
883,Element592,30.099808,0.0,RARA,1.0824863,1.4785638
884,OR10H2,28.399773,0.0,RARA,1.0213475,1.453315
885,OR10K1,32.55663,0.0,RARA,1.1708415,1.5126395
886,OR10V1,26.102118,0.0,RARA,0.93871635,1.4166758
887,OR14J1,27.979643,0.0,RARA,1.0062382,1.4468423
888,OR2A2,33.427578,0.0,RARA,1.2021636,1.524105
889,RARA_P1,24.094076,0.0,RARA,0.86650074,1.3819103
890,non-targeting,27.806181,0.0,RARA,1.0,1.4441414
891,Element573,27.890312,0.0,RARA,1.0030257,1.4454535
892,Element574,26.079226,0.0,RARA,0.9378931,1.4162948
893,Element575,35.228264,0.0,RARA,1.266922,1.5468913
894,Element576,31.243746,0.0,RARA,1.1236259,1.4947633
895,Element577,27.247292,0.0,RARA,0.97990054,1.4353235
896,Element578,28.04561,0.0,RARA,1.0086106,1.447865
897,Element579,25.35784,0.0,RARA,0.91194975,1.4041123
898,Element580,29.060526,0.0,RARA,1.0451103,1.4633036
899,Element581,22.384401,0.0,RARA,0.8050153,1.3499455
900,Element582,29.468918,0.0,RARA,1.0597974,1.4693643
901,Element583,25.129408,0.0,RARA,0.9037346,1.4001824
902,Element584,20.960966,0.0,RARA,0.753824,1.3214114
903,Element585,24.132591,0.0,RARA,0.8678859,1.382604
904,Element586,31.990597,0.0,RARA,1.150485,1.5050224
905,Element587,31.139448,0.0,RARA,1.1198751,1.493311
906,Element588,29.352224,0.0,RARA,1.0556008,1.4676411
907,Element589,32.090645,0.0,RARA,1.1540831,1.5063785
908,Element590,30.491545,0.0,RARA,1.0965743,1.4841795
909,Element591,25.530277,0.0,RARA,0.91815114,1.4070556
910,Element592,30.099808,0.0,RARA,1.0824863,1.4785638
911,OR10H2,28.399773,0.0,RARA,1.0213475,1.453315
912,OR10K1,32.55663,0.0,RARA,1.1708415,1.5126395
913,OR10V1,26.102118,0.0,RARA,0.93871635,1.4166758
914,OR14J1,27.979643,0.0,RARA,1.0062382,1.4468423
915,OR2A2,33.427578,0.0,RARA,1.2021636,1.524105
916,RARA_P2,30.4462,0.0,RARA,1.0949436,1.4835331
917,non-targeting,137.16446,0.0,RBPJ,1.0,2.1372418
918,Element932,135.03241,0.0,RBPJ,0.98445624,2.130438
919,Element933,117.30658,0.0,RBPJ,0.85522574,2.0693226
920,Element934,97.93845,0.0,RBPJ,0.7140221,1.9909534
921,OR10H2,124.81105,0.0,RBPJ,0.90993726,2.0962532
922,OR10K1,133.60391,0.0,RBPJ,0.97404176,2.1258194
923,OR10V1,134.06654,0.0,RBPJ,0.9774146,2.1273205
924,OR14J1,137.78165,0.0,RBPJ,1.0044997,2.1391916
925,OR2A2,136.04793,0.0,RBPJ,0.9918599,2.133692
926,RBPJ_P1P2,56.410667,0.0,RBPJ,0.411263,1.7513613
927,non-targeting,65.107025,0.0,RCOR2,1.0,1.8136278
928,Element163,63.675674,0.0,RCOR2,0.9780154,1.8039736
929,Element164,60.737633,0.0,RCOR2,0.9328891,1.7834579
930,Element165,62.094547,0.0,RCOR2,0.95373034,1.7930535
931,Element166,68.48904,0.0,RCOR2,1.0519454,1.8356211
932,Element167,59.510216,0.0,RCOR2,0.9140368,1.7745916
933,Element168,65.938126,0.0,RCOR2,1.0127652,1.8191366
934,Element169,73.26824,0.0,RCOR2,1.1253508,1.8649158
935,Element170,58.792316,0.0,RCOR2,0.9030103,1.7693206
936,Element171,70.39004,0.0,RCOR2,1.0811435,1.8475112
937,Element172,61.436565,0.0,RCOR2,0.9436242,1.788427
938,Element173,53.688255,0.0,RCOR2,0.8246154,1.7298793
939,Element174,26.820026,0.0,RCOR2,0.4119375,1.4284593
940,Element175,26.098532,0.0,RCOR2,0.40085584,1.4166162
941,Element176,34.599907,0.0,RCOR2,0.53143126,1.539075
942,Element177,36.643353,0.0,RCOR2,0.56281716,1.5639954
943,Element178,67.42413,0.0,RCOR2,1.0355892,1.8288153
944,Element179,66.970856,0.0,RCOR2,1.0286272,1.8258859
945,Element180,64.542404,0.0,RCOR2,0.9913278,1.8098452
946,OR10H2,66.45424,0.0,RCOR2,1.0206923,1.8225228
947,OR10K1,64.218414,0.0,RCOR2,0.98635155,1.8076596
948,OR10V1,58.855328,0.0,RCOR2,0.90397817,1.7697858
949,OR14J1,64.785515,0.0,RCOR2,0.9950618,1.8114779
950,OR2A2,58.536797,0.0,RCOR2,0.8990857,1.767429
951,RCOR2_P1P2,38.393494,0.0,RCOR2,0.5896982,1.5842577
952,non-targeting,39.796616,0.0,RNF2,1.0,1.5998462
953,Element44,29.67323,0.0,RNF2,0.7456219,1.4723649
954,Element45,10.903207,0.0,RNF2,0.27397323,1.0375543
955,Element46,34.976265,0.0,RNF2,0.8788754,1.5437735
956,OR10H2,35.42865,0.0,RNF2,0.89024276,1.5493547
957,OR10K1,50.009235,0.0,RNF2,1.2566203,1.6990502
958,OR10V1,34.914772,0.0,RNF2,0.8773302,1.5430093
959,OR14J1,42.213264,0.0,RNF2,1.060725,1.6254491
960,OR2A2,37.05933,0.0,RNF2,0.93121815,1.5688977
961,RNF2_P1P2,13.853116,0.0,RNF2,0.34809783,1.1415476
962,non-targeting,50.09681,0.0,SMAD3,1.0,1.6998101
963,Element378,49.79264,0.0,SMAD3,0.9939284,1.6971651
964,Element379,47.675545,0.0,SMAD3,0.95166826,1.6782957
965,Element380,47.484314,0.0,SMAD3,0.94785106,1.6765503
966,Element381,50.669384,0.0,SMAD3,1.0114293,1.7047457
967,Element382,59.59927,0.0,SMAD3,1.189682,1.775241
968,Element383,37.261826,0.0,SMAD3,0.7437964,1.5712643
969,Element384,50.763496,0.0,SMAD3,1.0133079,1.7055515
970,Element385,50.572487,0.0,SMAD3,1.0094951,1.7039143
971,Element386,51.465424,0.0,SMAD3,1.0273194,1.7115155
972,Element387,53.28964,0.0,SMAD3,1.0637332,1.7266428
973,Element388,55.08452,0.0,SMAD3,1.0995615,1.7410296
974,Element389,46.614864,0.0,SMAD3,0.9304957,1.6685245
975,Element390,46.40998,0.0,SMAD3,0.9264059,1.6666116
976,OR10H2,48.835426,0.0,SMAD3,0.9748211,1.688735
977,OR10K1,44.89597,0.0,SMAD3,0.8961842,1.6522075
978,OR10V1,41.727364,0.0,SMAD3,0.83293456,1.620421
979,OR14J1,59.87111,0.0,SMAD3,1.1951082,1.7772174
980,OR2A2,47.70415,0.0,SMAD3,0.95223933,1.6785563
981,SMAD3_P1P2,9.496978,0.0,SMAD3,0.18957251,0.97758543
982,non-targeting,85.30901,0.0,SMAD4,1.0,1.930995
983,Element673,77.22678,0.0,SMAD4,0.9052594,1.887768
984,Element674,78.77411,0.0,SMAD4,0.92339724,1.8963835
985,Element675,67.08393,0.0,SMAD4,0.7863639,1.8266186
986,Element676,57.466747,0.0,SMAD4,0.6736304,1.7594167
987,Element677,52.076717,0.0,SMAD4,0.610448,1.7166436
988,Element678,86.6551,0.0,SMAD4,1.0157789,1.9377941
989,OR10H2,87.16299,0.0,SMAD4,1.0217324,1.9403322
990,OR10K1,94.073364,0.0,SMAD4,1.1027365,1.9734668
991,OR10V1,85.709526,0.0,SMAD4,1.0046948,1.9330292
992,OR14J1,85.92491,0.0,SMAD4,1.0072197,1.9341191
993,OR2A2,91.42181,0.0,SMAD4,1.0716547,1.9610498
994,SMAD4_P1P2,41.64889,0.0,SMAD4,0.48821208,1.6196035
995,non-targeting,72.49665,0.0,SMAD5,1.0,1.860318
996,Element1018,13.532171,0.0,SMAD5,0.18665926,1.1313676
997,Element1019,43.55818,0.0,SMAD5,0.60083026,1.6390698
998,OR10H2,68.93341,0.0,SMAD5,0.9508496,1.8384298
999,OR10K1,67.54476,0.0,SMAD5,0.9316949,1.8295918
1000,OR10V1,63.341724,0.0,SMAD5,0.87371933,1.8016899
1001,OR14J1,73.177055,0.0,SMAD5,1.0093853,1.864375
1002,OR2A2,74.64045,0.0,SMAD5,1.029571,1.8729743
1003,SMAD5_P1P2,13.499277,0.0,SMAD5,0.18620552,1.1303105
1004,non-targeting,113.00633,0.0,SMAD6,1.0,2.053103
1005,Element366,111.05606,0.0,SMAD6,0.98274195,2.0455425
1006,Element367,111.82031,0.0,SMAD6,0.9895048,2.0485208
1007,Element368,107.23165,0.0,SMAD6,0.9488995,2.0303233
1008,Element369,97.07631,0.0,SMAD6,0.85903424,1.9871135
1009,Element370,110.24025,0.0,SMAD6,0.97552276,2.0423403
1010,Element371,109.217545,0.0,SMAD6,0.9664728,2.0382926
1011,Element372,121.17173,0.0,SMAD6,1.0722561,2.0834014
1012,Element373,77.63395,0.0,SMAD6,0.6869876,1.8900517
1013,Element374,108.28757,0.0,SMAD6,0.95824337,2.0345788
1014,Element375,108.09727,0.0,SMAD6,0.95655936,2.033815
1015,Element376,117.00017,0.0,SMAD6,1.0353417,2.0681868
1016,Element377,106.25489,0.0,SMAD6,0.94025606,2.026349
1017,OR10H2,109.17057,0.0,SMAD6,0.9660571,2.0381057
1018,OR10K1,117.759094,0.0,SMAD6,1.0420575,2.0709946
1019,OR10V1,116.67795,0.0,SMAD6,1.0324904,2.066989
1020,OR14J1,113.81078,0.0,SMAD6,1.0071186,2.0561836
1021,OR2A2,113.236595,0.0,SMAD6,1.0020376,2.053987
1022,SMAD6_P1P2,92.90081,0.0,SMAD6,0.822085,1.9680195
1023,non-targeting,141.89626,0.0,SMARCA4,1.0,2.151971
1024,Element705,151.45085,0.0,SMARCA4,1.0673351,2.1802719
1025,Element706,141.86589,0.0,SMARCA4,0.999786,2.151878
1026,Element707,136.72572,0.0,SMARCA4,0.9635612,2.1358504
1027,Element708,143.80797,0.0,SMARCA4,1.0134726,2.157783
1028,Element709,126.3826,0.0,SMARCA4,0.89066905,2.1016874
1029,Element710,137.768,0.0,SMARCA4,0.97090656,2.1391485
1030,Element711,163.31198,0.0,SMARCA4,1.1509253,2.2130182
1031,Element712,138.29988,0.0,SMARCA4,0.9746549,2.140822
1032,Element713,131.67896,0.0,SMARCA4,0.92799455,2.1195166
1033,OR10H2,142.29243,0.0,SMARCA4,1.002792,2.153182
1034,OR10K1,145.03294,0.0,SMARCA4,1.0221055,2.1614668
1035,OR10V1,147.91945,0.0,SMARCA4,1.0424479,2.1700256
1036,OR14J1,143.83865,0.0,SMARCA4,1.0136888,2.1578758
1037,OR2A2,136.13666,0.0,SMARCA4,0.9594098,2.1339753
1038,SMARCA4_P1P2,66.755585,0.0,SMARCA4,0.47045347,1.8244877
1039,non-targeting,0.15221387,0.0,SOX10,1.0,-0.8175458
1040,Element873,0.0,0.0,SOX10,0.0,-inf
1041,Element874,0.0,0.0,SOX10,0.0,-inf
1042,Element875,0.0,0.0,SOX10,0.0,-inf
1043,Element876,0.121781796,0.0,SOX10,0.8000703,-0.9144176
1044,Element877,0.0,0.0,SOX10,0.0,-inf
1045,Element878,0.0,0.0,SOX10,0.0,-inf
1046,Element879,0.0,0.0,SOX10,0.0,-inf
1047,Element880,0.20756783,0.0,SOX10,1.363659,-0.68284
1048,Element881,0.17445359,0.0,SOX10,1.1461084,-0.7583201
1049,Element882,0.40052742,0.0,SOX10,2.6313465,-0.39736778
1050,Element883,0.40238848,0.0,SOX10,2.643573,-0.39535448
1051,Element884,0.36747608,0.0,SOX10,2.414209,-0.43477097
1052,Element885,0.7033387,0.0,SOX10,4.6207266,-0.1528355
1053,OR10H2,0.0,0.0,SOX10,0.0,-inf
1054,OR10K1,0.40940318,0.0,SOX10,2.6896574,-0.3878488
1055,OR10V1,0.0,0.0,SOX10,0.0,-inf
1056,OR14J1,0.0,0.0,SOX10,0.0,-inf
1057,OR2A2,0.0,0.0,SOX10,0.0,-inf
1058,SOX10_P1P2,0.0,0.0,SOX10,0.0,-inf
1059,non-targeting,42.0972,0.0,SOX11,1.0,1.6242533
1060,Element769,33.122284,0.0,SOX11,0.786805,1.5201204
1061,Element770,31.985329,0.0,SOX11,0.7597971,1.5049509
1062,Element771,27.882145,0.0,SOX11,0.6623278,1.4453263
1063,Element772,35.78062,0.0,SOX11,0.8499525,1.553648
1064,OR10H2,48.623306,0.0,SOX11,1.1550248,1.6868445
1065,OR10K1,38.31149,0.0,SOX11,0.9100722,1.5833291
1066,OR10V1,44.65875,0.0,SOX11,1.0608485,1.6499066
1067,OR14J1,33.602146,0.0,SOX11,0.7982039,1.5263671
1068,OR2A2,36.12543,0.0,SOX11,0.8581433,1.5578132
1069,SOX11_P1P2,16.35073,0.0,SOX11,0.38840425,1.2135372
1070,non-targeting,353.62637,147.9728,SOX4,1.0,2.548545
1071,Element1040,346.34308,0.0,SOX4,0.979404,2.5395067
1072,Element1041,348.2779,122.2793,SOX4,0.9848753,2.541926
1073,Element1042,357.13345,0.0,SOX4,1.0099175,2.5528307
1074,Element1043,348.13562,217.35046,SOX4,0.984473,2.5417485
1075,Element1044,360.90494,195.88634,SOX4,1.0205827,2.5573928
1076,Element1045,358.05594,175.05475,SOX4,1.0125262,2.553951
1077,Element1046,159.83463,0.0,SOX4,0.4519873,2.203671
1078,Element1047,312.33017,0.0,SOX4,0.8832208,2.4946141
1079,Element1048,344.09384,0.0,SOX4,0.9730435,2.5366771
1080,OR10H2,356.46655,213.92873,SOX4,1.0080316,2.552019
1081,OR10K1,358.44263,213.48184,SOX4,1.0136197,2.5544198
1082,OR10V1,354.31604,182.91565,SOX4,1.0019503,2.549391
1083,OR14J1,352.17642,0.0,SOX4,0.99589974,2.5467603
1084,OR2A2,365.72275,223.46368,SOX4,1.0342066,2.563152
1085,SOX4_P1,132.69241,0.0,SOX4,0.37523335,2.1228464
1086,non-targeting,14.795815,0.0,TAF5L,1.0,1.170139
1087,Element74,10.141172,0.0,TAF5L,0.6854081,1.0060881
1088,Element75,13.1593275,0.0,TAF5L,0.88939524,1.1192337
1089,Element76,9.122269,0.0,TAF5L,0.6165438,0.96010286
1090,Element77,8.356015,0.0,TAF5L,0.5647553,0.9219992
1091,Element78,15.981191,0.0,TAF5L,1.0801156,1.2036092
1092,OR10H2,12.652705,0.0,TAF5L,0.8551543,1.1021835
1093,OR10K1,15.02548,0.0,TAF5L,1.0155222,1.1768284
1094,OR10V1,11.716896,0.0,TAF5L,0.79190606,1.0688126
1095,OR14J1,14.437513,0.0,TAF5L,0.9757835,1.1594925
1096,OR2A2,14.063618,0.0,TAF5L,0.9505132,1.1480972
1097,TAF5L_P1P2,7.086501,0.0,TAF5L,0.47895306,0.85043186
1098,non-targeting,327.74484,0.0,TBX20,1.0,2.515536
1099,Element1095,316.78613,0.0,TBX20,0.9665633,2.5007663
1100,Element1096,325.85043,0.0,TBX20,0.99421984,2.5130184
1101,Element1097,350.49673,0.0,TBX20,1.0694195,2.5446842
1102,Element1098,279.04678,0.0,TBX20,0.85141474,2.445677
1103,Element1099,218.97986,0.0,TBX20,0.6681413,2.3404043
1104,Element1100,301.44077,0.0,TBX20,0.9197422,2.479202
1105,Element1101,337.29944,0.0,TBX20,1.0291525,2.5280159
1106,Element1102,224.37115,0.0,TBX20,0.68459094,2.3509672
1107,Element1103,322.36917,0.0,TBX20,0.983598,2.5083537
1108,Element1104,306.1048,0.0,TBX20,0.9339729,2.4858704
1109,Element1105,224.29057,0.0,TBX20,0.68434507,2.3508112
1110,OR10H2,319.85605,0.0,TBX20,0.9759301,2.5049546
1111,OR10K1,324.5826,0.0,TBX20,0.99035156,2.5113254
1112,OR10V1,325.52084,0.0,TBX20,0.99321425,2.512579
1113,OR14J1,325.36115,0.0,TBX20,0.992727,2.5123658
1114,OR2A2,325.34326,0.0,TBX20,0.9926724,2.512342
1115,TBX20_P1P2,141.79756,0.0,TBX20,0.43264621,2.151669
1116,non-targeting,97.559044,0.0,TBX2,1.0,1.9892677
1117,Element647,92.1694,0.0,TBX2,0.9447551,1.9645869
1118,Element648,89.93524,0.0,TBX2,0.9218545,1.9539299
1119,Element649,94.65843,0.0,TBX2,0.97026813,1.9761593
1120,Element650,87.66287,0.0,TBX2,0.89856225,1.9428158
1121,Element651,18.323032,0.0,TBX2,0.1878148,1.2629974
1122,Element652,44.71675,0.0,TBX2,0.45835578,1.6504704
1123,Element653,40.952946,0.0,TBX2,0.419776,1.6122853
1124,Element654,93.74399,0.0,TBX2,0.9608949,1.9719435
1125,Element655,88.41858,0.0,TBX2,0.90630835,1.9465436
1126,Element656,93.471214,0.0,TBX2,0.9580989,1.970678
1127,Element657,96.583145,0.0,TBX2,0.98999685,1.9849015
1128,OR10H2,89.50206,0.0,TBX2,0.9174143,1.951833
1129,OR10K1,101.37818,0.0,TBX2,1.0391469,2.0059447
1130,OR10V1,103.51363,0.0,TBX2,1.0610358,2.0149977
1131,OR14J1,95.67748,0.0,TBX2,0.9807136,1.9808098
1132,OR2A2,105.750145,0.0,TBX2,1.0839604,2.0242813
1133,TBX2_P1P2,44.457073,0.0,TBX2,0.45569402,1.647941
1134,non-targeting,186.84,0.0,TBX5,1.0,2.27147
1135,Element287,178.5984,0.0,TBX5,0.9558896,2.2518778
1136,Element288,200.3284,0.0,TBX5,1.0721923,2.3017426
1137,Element289,198.53194,0.0,TBX5,1.0625772,2.2978306
1138,Element290,133.62378,0.0,TBX5,0.7151776,2.125884
1139,Element291,129.9899,0.0,TBX5,0.6957284,2.1139097
1140,Element292,185.85957,0.0,TBX5,0.9947526,2.269185
1141,Element293,145.78987,0.0,TBX5,0.78029263,2.1637275
1142,Element294,115.06801,0.0,TBX5,0.6158639,2.0609548
1143,Element295,197.1984,0.0,TBX5,1.05544,2.2949035
1144,Element296,175.77954,0.0,TBX5,0.9408025,2.2449684
1145,Element297,149.5353,0.0,TBX5,0.80033875,2.174744
1146,Element298,152.40463,0.0,TBX5,0.815696,2.1829984
1147,OR10H2,188.21107,0.0,TBX5,1.0073383,2.2746453
1148,OR10K1,171.57657,0.0,TBX5,0.9183075,2.2344582
1149,OR10V1,178.4868,0.0,TBX5,0.9552922,2.2516062
1150,OR14J1,187.46655,0.0,TBX5,1.0033535,2.272924
1151,OR2A2,183.60085,0.0,TBX5,0.9826635,2.2638748
1152,TBX5_P2,86.15991,0.0,TBX5,0.46114275,1.9353052
1153,non-targeting,8.150786,0.0,TCF7,1.0,0.9111995
1154,Element1007,8.551759,0.0,TCF7,1.0491943,0.9320555
1155,Element1008,6.9874196,0.0,TCF7,0.8572694,0.84431684
1156,Element1009,8.983178,0.0,TCF7,1.1021241,0.95343006
1157,Element1010,7.7553678,0.0,TCF7,0.95148706,0.8896024
1158,Element1011,4.378296,0.0,TCF7,0.53716236,0.64130515
1159,Element1012,3.032968,0.0,TCF7,0.37210742,0.48186788
1160,Element1013,11.081535,0.0,TCF7,1.3595665,1.0446
1161,Element1014,7.3393245,0.0,TCF7,0.90044373,0.8656561
1162,Element1015,9.956111,0.0,TCF7,1.2214909,0.99808973
1163,Element1016,10.236289,0.0,TCF7,1.2558652,1.0101426
1164,Element1017,7.859495,0.0,TCF7,0.9642622,0.8953947
1165,OR10H2,12.7056675,0.0,TCF7,1.5588272,1.1039976
1166,OR10K1,9.347553,0.0,TCF7,1.1468284,0.97069794
1167,OR10V1,6.2827554,0.0,TCF7,0.77081585,0.7981502
1168,OR14J1,9.971643,0.0,TCF7,1.2233965,0.9987668
1169,OR2A2,6.923243,0.0,TCF7,0.8493957,0.8403096
1170,TCF7_P1P2,1.0585585,0.0,TCF7,0.12987195,0.02471485
1171,non-targeting,0.09812799,0.0,TFAP2C,1.0,-1.0082071
1172,Element847,0.0,0.0,TFAP2C,0.0,-inf
1173,Element848,0.0,0.0,TFAP2C,0.0,-inf
1174,Element849,0.3921147,0.0,TFAP2C,3.9959517,-0.4065869
1175,Element850,0.33582118,0.0,TFAP2C,3.4222772,-0.47389194
1176,Element851,0.0,0.0,TFAP2C,0.0,-inf
1177,OR10H2,0.0,0.0,TFAP2C,0.0,-inf
1178,OR10K1,0.2914726,0.0,TFAP2C,2.970331,-0.5354023
1179,OR10V1,0.0,0.0,TFAP2C,0.0,-inf
1180,OR14J1,0.2930568,0.0,TFAP2C,2.986475,-0.5330483
1181,OR2A2,0.0,0.0,TFAP2C,0.0,-inf
1182,TFAP2C_P1P2,0.0,0.0,TFAP2C,0.0,-inf
1183,non-targeting,15.833925,0.0,TFAP4,1.0,1.1995887
1184,Element476,16.656895,0.0,TFAP4,1.0519751,1.2215941
1185,Element477,16.535135,0.0,TFAP4,1.0442853,1.2184078
1186,Element478,14.726213,0.0,TFAP4,0.93004185,1.1680912
1187,Element479,16.740067,0.0,TFAP4,1.0572278,1.2237573
1188,Element480,11.303268,0.0,TFAP4,0.71386397,1.053204
1189,Element481,14.484062,0.0,TFAP4,0.91474867,1.1608905
1190,Element482,21.154795,0.0,TFAP4,1.3360424,1.3254089
1191,Element483,9.712205,0.0,TFAP4,0.6133795,0.98731786
1192,Element484,15.838624,0.0,TFAP4,1.0002967,1.1997175
1193,Element485,10.503871,0.0,TFAP4,0.6633776,1.0213494
1194,Element486,16.52757,0.0,TFAP4,1.0438075,1.218209
1195,Element487,14.766738,0.0,TFAP4,0.9326012,1.1692846
1196,Element488,15.020015,0.0,TFAP4,0.9485971,1.1766704
1197,Element489,15.350406,0.0,TFAP4,0.96946305,1.1861199
1198,Element490,15.409381,0.0,TFAP4,0.9731877,1.1877853
1199,Element491,14.240164,0.0,TFAP4,0.89934516,1.1535151
1200,Element492,16.871326,0.0,TFAP4,1.0655177,1.2271492
1201,Element493,16.577246,0.0,TFAP4,1.0469449,1.2195125
1202,Element494,20.37378,0.0,TFAP4,1.2867169,1.3090717
1203,Element495,13.932468,0.0,TFAP4,0.8799125,1.1440281
1204,Element496,14.788098,0.0,TFAP4,0.93395025,1.1699123
1205,Element497,12.216456,0.0,TFAP4,0.7715368,1.0869453
1206,Element498,12.886594,0.0,TFAP4,0.8138597,1.1101382
1207,OR10H2,11.669348,0.0,TFAP4,0.7369839,1.0670466
1208,OR10K1,10.600919,0.0,TFAP4,0.66950667,1.0253435
1209,OR10V1,14.035803,0.0,TFAP4,0.8864386,1.1472373
1210,OR14J1,16.249998,0.0,TFAP4,1.0262773,1.2108533
1211,OR2A2,16.351398,0.0,TFAP4,1.0326813,1.213555
1212,TFAP4_P1P2,5.7831483,0.0,TFAP4,0.3652378,0.76216435
1213,non-targeting,32.919273,0.0,THOC6,1.0,1.5174503
1214,Element435,30.390984,0.0,THOC6,0.92319727,1.4827448
1215,Element436,27.727142,0.0,THOC6,0.8422769,1.4429052
1216,Element437,31.897896,0.0,THOC6,0.9689733,1.5037621
1217,Element438,31.299738,0.0,THOC6,0.9508028,1.4955409
1218,Element439,34.148975,0.0,THOC6,1.0373551,1.5333778
1219,Element440,47.319016,0.0,THOC6,1.4374259,1.6750358
1220,Element441,29.888586,0.0,THOC6,0.9079358,1.4755055
1221,Element442,21.25993,0.0,THOC6,0.64582014,1.3275619
1222,Element443,33.050903,0.0,THOC6,1.0039985,1.5191834
1223,Element444,31.19098,0.0,THOC6,0.9474991,1.4940292
1224,Element445,30.641357,0.0,THOC6,0.93080294,1.4863081
1225,OR10H2,30.208158,0.0,THOC6,0.91764355,1.4801244
1226,OR10K1,35.52528,0.0,THOC6,1.0791636,1.5505376
1227,OR10V1,39.518795,0.0,THOC6,1.2004759,1.5968038
1228,OR14J1,29.361282,0.0,THOC6,0.8919177,1.4677751
1229,OR2A2,34.23935,0.0,THOC6,1.0401005,1.5345256
1230,THOC6_P1P2,9.939426,0.0,THOC6,0.30193335,0.99736136
1231,non-targeting,2832.0884,2735.043,TNNT2,1.0,3.452107
1232,Element47,2725.6526,2648.05,TNNT2,0.9624179,3.4354706
1233,Element48,1031.7407,0.0,TNNT2,0.36430386,3.0135708
1234,Element49,2952.349,2896.8708,TNNT2,1.0424637,3.4701679
1235,Element50,2722.1125,2605.863,TNNT2,0.96116793,3.4349062
1236,Element51,3049.3875,2990.1753,TNNT2,1.0767275,3.4842126
1237,OR10H2,2921.1228,2834.2,TNNT2,1.0314378,3.46555
1238,OR10K1,2863.1448,2752.9365,TNNT2,1.010966,3.4568434
