,gRNA_name,expression,relative_expression,edist,cell_num,target_gene
1039,ZIC2_-_100634274.23-P1P2-2,7.7274646453308655,2.034390447467592,19.2550048828125,104,ZIC2
1040,non-targeting,3.567717091573286,1.0,0.0,20000,ZIC5
1041,ZIC5_+_100623165.23-P1P2-1,6.415603528602408,1.7982377424924312,39.6912841796875,109,ZIC5
1042,ZIC5_+_100623165.23-P1P2-2,2.7303901922149474,0.7653045693179962,49.9996337890625,136,ZIC5
1043,ZIC5_+_100623378.23-P1P2-1,0.0,0.0,56.0455322265625,47,ZIC5
1044,ZIC5_+_100623378.23-P1P2-2,0.0,0.0,20.4422607421875,71,ZIC5
1045,ZIC5_-_100623332.23-P1P2-1,0.7709650828207775,0.21609479200067364,24.0716552734375,164,ZIC5
1046,ZIC5_-_100623332.23-P1P2-2,0.0,0.0,41.6729736328125,57,ZIC5
1047,non-targeting,117.76067112550663,1.0,0.0,20000,ZNF148
1048,ZNF148_+_125093703.23-P1P2-1,54.530340848748196,0.46306071736489174,62.4215087890625,47,ZNF148
1049,ZNF148_+_125093703.23-P1P2-2,44.0118218884217,0.3737395640477873,21.6925048828125,108,ZNF148
1050,ZNF148_+_125094078.23-P1P2-2,65.99356094652433,0.5604040832629927,152.9940185546875,42,ZNF148
1051,ZNF148_-_125093949.23-P1P2-1,27.18915069029511,0.23088481434788646,35.7177734375,240,ZNF148
1052,ZNF148_-_125093949.23-P1P2-2,23.155725685706457,0.1966337781909175,20.80615234375,156,ZNF148
1053,non-targeting,5.699006493887282,1.0,0.0,20000,ZNF18
1054,ZNF18_+_11900519.23-P1P2-1,0.0,0.0,12.5606689453125,141,ZNF18
1055,ZNF18_+_11900519.23-P1P2-2,0.0,0.0,16.9345703125,264,ZNF18
1056,ZNF18_+_11900703.23-P1P2-1,0.0,0.0,41.0277099609375,155,ZNF18
1057,ZNF18_+_11900703.23-P1P2-2,0.0,0.0,2.3428955078125,375,ZNF18
1058,ZNF18_-_11900723.23-P1P2-1,1.0560888479212447,0.18531104483807814,38.30419921875,126,ZNF18
1059,ZNF18_-_11900723.23-P1P2-2,1.390329556687622,0.24395998814510575,33.0562744140625,107,ZNF18
1060,non-targeting,33.43719703989336,1.0,0.0,20000,ZNF219
1061,ZNF219_-_21566398.23-P1P2-2,34.62088796751279,1.0354004232533962,34.404052734375,95,ZNF219
1062,ZNF219_-_21566780.23-P1P2-1,45.91582650651357,1.3731960382843142,33.1197509765625,98,ZNF219
1063,non-targeting,22.254397986398544,1.0,0.0,20000,ZNF331
1064,ZNF331_+_54058093.23-P1-1,9.605367684292947,0.4316166040601755,11.677734375,107,ZNF331
1065,ZNF331_-_54041678.23-P2-1,8.685038298622135,0.3902616599168516,25.45458984375,268,ZNF331
1066,ZNF331_-_54041678.23-P2-2,15.050269518072296,0.676282931907245,18.8782958984375,113,ZNF331
1067,ZNF331_-_54041714.23-P2-1,14.897398391945494,0.6694136772897876,24.8421630859375,90,ZNF331
1068,ZNF331_-_54041714.23-P2-2,21.525255036421942,0.9672360065447629,32.3140869140625,118,ZNF331
1069,ZNF331_-_54041717.23-P2-1,14.849902381473239,0.6672794469906222,5.65576171875,259,ZNF331
1070,ZNF331_-_54041717.23-P2-2,7.4077851203238145,0.33286836718078416,21.4483642578125,145,ZNF331
1071,ZNF331_-_54058111.23-P1-1,19.87044123706181,0.8928770506039408,27.4127197265625,74,ZNF331
1072,ZNF331_-_54058166.23-P1-1,28.756572721423964,1.292174820410753,33.519287109375,73,ZNF331
1073,ZNF331_-_54058166.23-P1-2,3.309286669185706,0.1487025922340509,10.7857666015625,116,ZNF331
1074,non-targeting,36.78098575983313,1.0,0.0,20000,ZNF358
1075,ZNF358_+_7580987.23-P1-2,6.448950443882495,0.17533381204059806,38.1158447265625,56,ZNF358
1076,ZNF358_+_7584855.23-P2-1,34.79497107845317,0.9460043106417013,5.3665771484375,180,ZNF358
1077,ZNF358_+_7584855.23-P2-2,23.386958254673885,0.6358437048800833,8.635986328125,178,ZNF358
1078,ZNF358_-_7580975.23-P1-1,8.650033098117976,0.23517676101993687,23.258056640625,143,ZNF358
1079,ZNF358_-_7581013.23-P1-1,22.03878183435235,0.5991895371771118,74.617919921875,36,ZNF358
1080,ZNF358_-_7581013.23-P1-2,0.0,0.0,29.8397216796875,71,ZNF358
1081,ZNF358_-_7584842.23-P2-1,36.03422189797452,0.9796970133771097,6.0791015625,237,ZNF358
1082,ZNF358_-_7584842.23-P2-2,49.130722443437605,1.3357641571719665,9.1932373046875,316,ZNF358
1083,ZNF358_-_7584854.23-P2-2,32.449351463458925,0.8822316964352656,41.9112548828125,117,ZNF358
1084,non-targeting,29.45482298728166,1.0,0.0,20000,ZNF384
1085,ZNF384_-_6798250.23-P1P2-2,5.294044794503688,0.17973439517153478,39.1900634765625,168,ZNF384
1086,ZNF384_-_6798269.23-P1P2-1,4.974883693726139,0.1688987808846874,35.848876953125,188,ZNF384
1087,ZNF384_-_6798637.23-P1P2-2,14.602151614698498,0.4957473898588215,34.4307861328125,55,ZNF384
1088,non-targeting,6.655365232654731,1.0,0.0,20000,ZNF391
1089,ZNF391_-_27356801.23-P1P2-1,0.0,0.0,24.0572509765625,142,ZNF391
1090,ZNF391_-_27356801.23-P1P2-2,0.0,0.0,6.0950927734375,183,ZNF391
1091,ZNF391_-_27356840.23-P1P2-1,0.0,0.0,16.824462890625,121,ZNF391
1092,ZNF391_-_27356840.23-P1P2-2,1.1361958541371335,0.170718783179976,22.2589111328125,311,ZNF391
1093,ZNF391_-_27356858.23-P1P2-1,0.0,0.0,30.7957763671875,71,ZNF391
1094,non-targeting,7.791301660836325,1.0,0.0,20000,ZNF41
1095,ZNF41_+_47342231.23-P1P2-2,1.2793449180511136,0.164201692315657,12.609375,150,ZNF41
1096,ZNF41_+_47342585.23-P1P2-1,1.3770464958236894,0.17674151968027843,53.9517822265625,164,ZNF41
1097,ZNF41_+_47342585.23-P1P2-2,1.6988846555894872,0.21804888702090472,1.7767333984375,635,ZNF41
1098,ZNF41_-_47342102.23-P1P2-2,0.0,0.0,65.4952392578125,34,ZNF41
1099,non-targeting,6.605110464806785,1.0,0.0,20000,ZNF425
1100,ZNF425_+_148823312.23-P1P2-1,0.0,0.0,34.8436279296875,157,ZNF425
1101,ZNF425_+_148823312.23-P1P2-2,0.0,0.0,16.794189453125,140,ZNF425
1102,ZNF425_-_148823398.23-P1P2-1,0.0,0.0,13.9849853515625,164,ZNF425
1103,ZNF425_-_148823398.23-P1P2-2,0.0,0.0,33.66015625,43,ZNF425
1104,non-targeting,21.03191570186027,1.0,0.0,20000,ZNF439
1105,ZNF439_+_11959576.23-P1P2-1,2.837092439388439,0.13489462774603544,9.5789794921875,317,ZNF439
1106,ZNF439_+_11959576.23-P1P2-2,2.181275517386351,0.10371264074596007,4.3427734375,419,ZNF439
1107,ZNF439_+_11959651.23-P1P2-1,2.531338237610686,0.12035699807349406,11.160400390625,92,ZNF439
1108,ZNF439_+_11959651.23-P1P2-2,1.6114229116023384,0.07661798071298889,15.8826904296875,280,ZNF439
1109,ZNF439_-_11959558.23-P1P2-1,1.4310042648243584,0.068039653881733,21.9287109375,70,ZNF439
1110,non-targeting,8.974973506337847,1.0,0.0,20000,ZNF454
1111,ZNF454_+_178368262.23-P1P2-1,5.538937915905805,0.6171536787261133,23.61181640625,59,ZNF454
1112,ZNF454_+_178368262.23-P1P2-2,3.1168536355573973,0.3472827672813042,15.6961669921875,167,ZNF454
1113,ZNF454_-_178368305.23-P1P2-1,1.0070249724473495,0.11220367076696325,28.048583984375,144,ZNF454
1114,ZNF454_-_178368305.23-P1P2-2,0.0,0.0,14.855712890625,118,ZNF454
1115,ZNF454_-_178368472.23-P1P2-2,0.0,0.0,22.9300537109375,80,ZNF454
1116,non-targeting,29.7299133548222,1.0,0.0,20000,ZNF460
1117,ZNF460_+_57791970.23-P1P2-1,5.594854691911391,0.1881894045615812,56.3775634765625,152,ZNF460
1118,ZNF460_+_57791970.23-P1P2-2,0.5197019531129007,0.017480775907764454,12.1214599609375,188,ZNF460
1119,ZNF460_-_57791895.23-P1P2-1,4.566214909627616,0.15358991649691353,13.9449462890625,268,ZNF460
1120,ZNF460_-_57791895.23-P1P2-2,5.500001035565048,0.184998892190614,28.222412109375,383,ZNF460
1121,ZNF460_-_57791922.23-P1P2-1,1.9707696572787916,0.06628911540232027,17.0079345703125,104,ZNF460
1122,ZNF460_-_57791922.23-P1P2-2,4.630015661257883,0.15573592852422133,77.0699462890625,142,ZNF460
1123,non-targeting,67.23861425925861,1.0,0.0,20000,ZNF462
1124,ZNF462_+_109625487.23-P1P2-2,0.0,0.0,146.47705078125,39,ZNF462
1125,ZNF462_-_109625686.23-P1P2-1,7.827024288613953,0.11640668646790543,96.6778564453125,74,ZNF462
1126,ZNF462_-_109625686.23-P1P2-2,40.334832614509914,0.5998760244966812,5.0223388671875,306,ZNF462
1127,non-targeting,36.60034641488892,1.0,0.0,20000,ZNF496
1128,ZNF496_+_247495104.23-P1P2-1,5.971989397752426,0.16316756486553466,16.570556640625,74,ZNF496
1129,ZNF496_+_247495104.23-P1P2-2,0.0,0.0,18.182861328125,99,ZNF496
1130,ZNF496_-_247494945.23-P1P2-1,17.631904737818118,0.4817414714590108,11.992431640625,86,ZNF496
1131,ZNF496_-_247494945.23-P1P2-2,23.368946630416403,0.6384897663402984,101.2965087890625,51,ZNF496
1132,ZNF496_-_247495164.23-P1P2-1,21.337893406820037,0.5829970340974653,51.5523681640625,184,ZNF496
1133,ZNF496_-_247495164.23-P1P2-2,3.298863051081774,0.09013201715871753,19.1572265625,438,ZNF496
1134,non-targeting,46.30582985064393,1.0,0.0,20000,ZNF503
1135,ZNF503_+_77161444.23-P1P2-1,5.051487706082284,0.10908967018570855,13.8804931640625,321,ZNF503
1136,ZNF503_+_77161497.23-P1P2-1,6.04859486957557,0.13062275072242244,15.2939453125,348,ZNF503
1137,ZNF503_+_77161497.23-P1P2-2,10.958789281143122,0.23666111408628018,13.1494140625,83,ZNF503
1138,ZNF503_-_77161475.23-P1P2-1,8.151533441211452,0.17603687197710585,10.69970703125,213,ZNF503
1139,ZNF503_-_77161475.23-P1P2-2,8.670334887914601,0.187240676085066,11.85498046875,154,ZNF503
1140,non-targeting,21.59643220511498,1.0,0.0,20000,ZNF518B
1141,ZNF518B_-_10458979.23-P1P2-1,0.5030728426494722,0.023294257026876992,4.2894287109375,359,ZNF518B
1142,ZNF518B_-_10458994.23-P1P2-1,4.154203998041339,0.19235603170867466,43.9647216796875,40,ZNF518B
1143,ZNF518B_-_10458994.23-P1P2-2,1.733123402421673,0.08025044997993667,58.9190673828125,123,ZNF518B
1144,non-targeting,54.23939726988465,1.0,0.0,20000,ZNF532
1145,ZNF532_+_56530707.23-P2-1,8.871452300809324,0.16356104137121416,9.982421875,200,ZNF532
1146,ZNF532_+_56531105.23-P2-1,9.002078049424645,0.1659693599586305,26.7730712890625,333,ZNF532
1147,ZNF532_+_56531105.23-P2-2,0.0,0.0,23.860107421875,69,ZNF532
1148,ZNF532_+_56532174.23-P1-1,10.02378360824782,0.1848063236833446,23.50439453125,152,ZNF532
1149,ZNF532_+_56532174.23-P1-2,4.606193110926962,0.08492338305323426,46.1409912109375,61,ZNF532
1150,ZNF532_-_56530975.23-P2-1,3.190462335219814,0.05882186189025472,60.8463134765625,225,ZNF532
1151,ZNF532_-_56530975.23-P2-2,2.6623506685076603,0.04908518166712516,44.6632080078125,58,ZNF532
1152,ZNF532_-_56532113.23-P1-1,11.462879975041943,0.21133863117993165,11.0247802734375,167,ZNF532
1153,ZNF532_-_56532113.23-P1-2,28.541991747101967,0.5262225095364278,31.65869140625,103,ZNF532
1154,ZNF532_-_56532303.23-P1-1,14.476872602244839,0.2669069593493222,16.1199951171875,100,ZNF532
1155,ZNF532_-_56532303.23-P1-2,10.44224098388275,0.19252133153184203,45.0213623046875,55,ZNF532
1156,non-targeting,0.11012608447344974,1.0,0.0,20000,ZNF541
1157,ZNF541_+_48044159.23-P1P2-2,0.0,0.0,27.5723876953125,61,ZNF541
1158,ZNF541_+_48044177.23-P1P2-1,0.0,0.0,69.9599609375,66,ZNF541
1159,ZNF541_+_48044177.23-P1P2-2,0.0,0.0,105.702392578125,40,ZNF541
1160,ZNF541_+_48044190.23-P1P2-1,0.0,0.0,41.8258056640625,80,ZNF541
1161,ZNF541_+_48044190.23-P1P2-2,0.0,0.0,3.5888671875,243,ZNF541
1162,non-targeting,14.957828859587607,1.0,0.0,20000,ZNF598
1163,ZNF598_+_2059741.23-P1P2-2,39.67814358047155,2.652667305725912,92.7188720703125,34,ZNF598
1164,ZNF598_-_2059773.23-P1P2-1,14.8652050473325,0.9938076700084894,60.89306640625,169,ZNF598
1165,ZNF598_-_2059773.23-P1P2-2,5.508920063827342,0.3682967705768513,10.2581787109375,144,ZNF598
1166,ZNF598_-_2059777.23-P1P2-2,13.941626867270982,0.9320621995440692,5.879150390625,221,ZNF598
1167,non-targeting,177.32603613876563,1.0,0.0,20000,ZNF608
1168,ZNF608_+_124082255.23-P1-1,60.14302530195237,0.33916635487688757,72.8743896484375,57,ZNF608
1169,ZNF608_+_124082255.23-P1-2,44.378619746897705,0.25026567284326723,50.03564453125,110,ZNF608
1170,ZNF608_+_124082264.23-P1-1,136.90100916262185,0.7720299406878448,26.8314208984375,42,ZNF608
1171,ZNF608_+_124082264.23-P1-2,92.59155992748997,0.5221543431728937,54.99853515625,62,ZNF608
1172,ZNF608_+_124084421.23-P2-1,154.39078885380246,0.8706605765043137,14.4598388671875,83,ZNF608
1173,ZNF608_+_124084421.23-P2-2,144.72562771377358,0.8161555452608168,20.3134765625,59,ZNF608
1174,ZNF608_-_124082317.23-P1-1,42.838096366419144,0.24157815343538386,83.4073486328125,60,ZNF608
1175,ZNF608_-_124082317.23-P1-2,72.00344710630209,0.4060511850045311,42.6495361328125,48,ZNF608
1176,ZNF608_-_124084468.23-P2-1,136.03559181534948,0.7671495668515113,7.19091796875,131,ZNF608
1177,ZNF608_-_124084500.23-P2-2,49.605103744066916,0.2797395398002845,36.5740966796875,66,ZNF608
1178,non-targeting,13.068018508784007,1.0,0.0,20000,ZNF649
1179,ZNF649_+_52408206.23-P1P2-2,0.7784476176801818,0.059568909942768145,16.8055419921875,386,ZNF649
1180,ZNF649_+_52408216.23-P1P2-1,3.79679617113792,0.2905410769494859,8.7640380859375,65,ZNF649
1181,ZNF649_+_52408216.23-P1P2-2,0.9633910423683035,0.07372127929882677,32.312744140625,173,ZNF649
1182,ZNF649_-_52408074.23-P1P2-1,0.0,0.0,13.6622314453125,91,ZNF649
1183,ZNF649_-_52408074.23-P1P2-2,0.7889576185986681,0.06037316354184453,19.3197021484375,265,ZNF649
1184,non-targeting,8.647790152826929,1.0,0.0,20000,ZNF688
1185,ZNF688_+_30583009.23-P1P2-1,12.145983389212338,1.4045187469358127,10.177001953125,122,ZNF688
1186,ZNF688_+_30583009.23-P1P2-2,8.958276943976566,1.035903599146441,32.5667724609375,173,ZNF688
1187,ZNF688_+_30583049.23-P1P2-1,11.030000517284181,1.2754704175700329,8.398681640625,147,ZNF688
1188,ZNF688_+_30583049.23-P1P2-2,9.855197896150516,1.1396203795404183,28.3138427734375,141,ZNF688
1189,ZNF688_-_30582974.23-P1P2-1,13.499239551231929,1.561004524007683,14.9962158203125,258,ZNF688
1190,non-targeting,5.74006907590956,1.0,0.0,20000,ZNF71
1191,ZNF71_-_57106660.23-P1P2-1,1.3406264885801762,0.23355581106273415,32.2396240234375,126,ZNF71
1192,ZNF71_-_57106660.23-P1P2-2,0.32689821601742514,0.05695022336741227,9.53173828125,308,ZNF71
1193,ZNF71_-_57106678.23-P1P2-1,1.3933210632607131,0.24273594007924554,5.3521728515625,428,ZNF71
1194,ZNF71_-_57106678.23-P1P2-2,0.0,0.0,17.7318115234375,104,ZNF71
1195,non-targeting,25.136181542256963,1.0,0.0,20000,ZNF718
1196,"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.2585868327213185,0.050070724966935876,9.1170654296875,203,ZNF718
1197,"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",6.762793265193341,0.2690461657362025,11.4200439453125,83,ZNF718
1198,"ZNF718_+_124441.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",0.9601717465557158,0.03819879105112091,16.1964111328125,99,ZNF718
1199,ZNF718_+_154759.23-ENST00000502662.1-2,13.709183429669151,0.5453964201612068,6.3973388671875,102,ZNF718
1200,ZNF718_+_154870.23-ENST00000400172.3-1,25.44223058397289,1.0121756377833848,17.113525390625,88,ZNF718
1201,ZNF718_+_154870.23-ENST00000400172.3-2,28.302299804777558,1.1259586010388238,22.9691162109375,103,ZNF718
1202,"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.4536173480069812,0.05782968051703774,22.8282470703125,119,ZNF718
1203,"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",0.0,0.0,9.822509765625,102,ZNF718
1204,ZNF718_-_154742.23-ENST00000502662.1-1,21.61070648959816,0.8597450035626114,24.0972900390625,43,ZNF718
1205,ZNF718_-_154794.23-ENST00000502662.1-1,6.474419557168309,0.2575737108790381,19.6314697265625,58,ZNF718
1206,ZNF718_-_154974.23-ENST00000400172.3-1,24.26023798040307,0.9651520832477547,22.1153564453125,121,ZNF718
1207,ZNF718_-_154974.23-ENST00000400172.3-2,11.665250813892381,0.4640820561500832,8.7080078125,213,ZNF718
1208,ZNF718_-_155188.23-ENST00000400172.3-1,10.349342088467615,0.4117308777018943,74.5537109375,59,ZNF718
1209,non-targeting,10.631844796080259,1.0,0.0,20000,ZNF746
1210,ZNF746_+_149194801.23-P1P2-2,0.0,0.0,30.198486328125,138,ZNF746
1211,ZNF746_-_149194763.23-P1P2-1,0.9198546142148503,0.08651881511231067,6.7247314453125,353,ZNF746
1212,ZNF746_-_149194763.23-P1P2-2,5.0430452185017725,0.4743339763914762,36.054931640625,161,ZNF746
1213,ZNF746_-_149194933.23-P1P2-1,0.0,0.0,22.908935546875,89,ZNF746
1214,ZNF746_-_149194933.23-P1P2-2,0.0,0.0,28.2862548828125,189,ZNF746
1215,non-targeting,20.81480047909281,1.0,0.0,20000,ZNF782
1216,ZNF782_+_99616714.23-P1P2-1,3.635473191165007,0.1746580849918123,19.9830322265625,130,ZNF782
1217,ZNF782_+_99616714.23-P1P2-2,4.830918244450636,0.2320905381390995,18.8714599609375,92,ZNF782
1218,ZNF782_+_99616756.23-P1P2-1,14.482436280202451,0.6957758876790181,63.8675537109375,79,ZNF782
1219,ZNF782_+_99616756.23-P1P2-2,20.381026253154552,0.9791602986358693,54.61279296875,37,ZNF782
1220,ZNF782_-_99616591.23-P1P2-2,6.925763695367745,0.33273264869025526,11.741943359375,56,ZNF782
1221,non-targeting,29.874805548388395,1.0,0.0,20000,ZNF787
1222,ZNF787_+_56632559.23-P1P2-2,1.5846807944498094,0.053044053856119426,22.0516357421875,423,ZNF787
1223,ZNF787_-_56632602.23-P1P2-1,2.2330650303437807,0.07474743314151024,26.4176025390625,149,ZNF787
1224,ZNF787_-_56632634.23-P1P2-1,2.14549739248148,0.07181627974134946,78.294189453125,454,ZNF787
1225,ZNF787_-_56632634.23-P1P2-2,26.195573981275853,0.8768450036887012,57.3992919921875,106,ZNF787
1226,non-targeting,17.78033263872203,1.0,0.0,20000,ZNF8
1227,ZNF8_+_58790394.23-P1P2-2,5.923876551605645,0.33317017583262865,4.4149169921875,160,ZNF8
1228,ZNF8_-_58790376.23-P1P2-1,12.841409275815272,0.7222254800705604,8.82080078125,304,ZNF8
1229,ZNF8_-_58790376.23-P1P2-2,10.847532958623246,0.6100860528896673,27.6351318359375,232,ZNF8
1230,ZNF8_-_58790385.23-P1P2-2,21.53592540707905,1.2112217383480264,35.1846923828125,100,ZNF8
1231,non-targeting,58.82843276067433,1.0,0.0,20000,ZNF814
1232,ZNF814_+_58400322.23-P1P2-2,2.4429449448519844,0.04152660253232253,15.1552734375,59,ZNF814
1233,ZNF814_-_58400207.23-P1P2-1,14.425075708211146,0.24520584743257057,51.841552734375,55,ZNF814
1234,ZNF814_-_58400207.23-P1P2-2,33.686904727851285,0.5726296477231725,27.473388671875,73,ZNF814
1235,ZNF814_-_58400260.23-P1P2-1,9.147512934950376,0.15549475832824347,75.056396484375,43,ZNF814
1236,ZNF814_-_58400260.23-P1P2-2,1.581002939737549,0.02687480977386191,24.94580078125,95,ZNF814
1237,non-targeting,20.801810980447044,1.0,0.0,20000,ZNF844
1238,ZNF844_+_12175554.23-P1P2-1,0.0,0.0,37.8028564453125,134,ZNF844
1239,ZNF844_+_12175554.23-P1P2-2,6.157106823097407,0.2959889804250633,29.453125,132,ZNF844
1240,ZNF844_+_12175579.23-P1P2-1,0.0,0.0,37.425537109375,62,ZNF844
1241,ZNF844_+_12175579.23-P1P2-2,0.0,0.0,16.648681640625,68,ZNF844
1242,ZNF844_+_12175615.23-P1P2-1,2.9570662045956286,0.1421542675959879,33.9296875,71,ZNF844
1243,ZNF844_+_12175615.23-P1P2-2,2.2145943314006384,0.10646161209147981,24.87744140625,110,ZNF844
1244,non-targeting,167.2623025080611,1.0,0.0,20000,ZNF91
1245,ZNF91_+_23577779.23-P1P2-1,12.200521913738074,0.07294244866173642,22.1134033203125,110,ZNF91
1246,ZNF91_+_23578245.23-P1P2-1,15.952988820465501,0.09537707290437818,10.6282958984375,408,ZNF91
1247,ZNF91_+_23578245.23-P1P2-2,5.932443749516943,0.03546790675819515,34.032470703125,86,ZNF91
1248,ZNF91_-_23578261.23-P1P2-1,14.00004450922345,0.08370113468065361,20.7064208984375,176,ZNF91
1249,ZNF91_-_23578261.23-P1P2-2,9.57459774180015,0.05724301051839645,11.9342041015625,124,ZNF91
1250,non-targeting,0.04840604669880122,1.0,0.0,20000,ZSCAN10
1251,ZSCAN10_+_3149044.23-P1P2-1,0.0,0.0,226.8104248046875,40,ZSCAN10
1252,ZSCAN10_-_3149158.23-P1P2-1,0.0,0.0,91.8822021484375,60,ZSCAN10
1253,ZSCAN10_-_3149213.23-P1P2-1,0.0,0.0,105.769775390625,62,ZSCAN10
1254,ZSCAN10_-_3149213.23-P1P2-2,0.0,0.0,75.86376953125,45,ZSCAN10
1255,non-targeting,3.319380834545882,1.0,0.0,20000,ZSCAN20
1256,ZSCAN20_+_33938248.23-P1P2-1,0.0,0.0,44.7904052734375,102,ZSCAN20
1257,ZSCAN20_+_33938261.23-P1P2-1,1.8606037234089203,0.5605273441495501,7.6632080078125,154,ZSCAN20
1258,ZSCAN20_-_33938292.23-P1P2-1,0.0,0.0,35.3150634765625,54,ZSCAN20
1259,ZSCAN20_-_33938292.23-P1P2-2,0.0,0.0,24.5208740234375,61,ZSCAN20
1260,non-targeting,12.060443112204666,1.0,0.0,20000,ZSCAN32
1261,ZSCAN32_-_3450934.23-P1P2-2,0.0,0.0,20.6484375,94,ZSCAN32
1262,ZSCAN32_-_3451002.23-P1P2-1,4.51325567042422,0.37421972214743865,27.1605224609375,169,ZSCAN32
1263,ZSCAN32_-_3451002.23-P1P2-2,3.046328610916798,0.2525884482498027,59.1568603515625,74,ZSCAN32
