,pval_outlier
ZNF585B_-_37701400.23-P1P2-1,1.0
ZNF585B_-_37701400.23-P1P2-2,1.0
ZNF586_+_58281223.23-P1P2-1,0.3634
ZNF586_-_58281087.23-P1P2-1,0.7186
ZNF586_-_58281095.23-P1P2-2,0.9948
ZNF587B_+_58341754.23-ENST00000594901.1-1,1.0
ZNF587B_-_58341695.23-ENST00000594901.1-1,1.0
ZNF587B_-_58341919.23-ENST00000594901.1-1,1.0
"ZNF587_+_58361429.23-ENST00000339656.5,ENST00000423137.1-1",1.0
"ZNF587_+_58361571.23-ENST00000339656.5,ENST00000423137.1-2",1.0
"ZNF587_-_58361252.23-ENST00000339656.5,ENST00000423137.1-1",1.0
ZNF589_+_48282628.23-P1P2-1,1.0
ZNF589_+_48282628.23-P1P2-2,0.9926
ZNF589_-_48282786.23-P1P2-1,0.5649
ZNF589_-_48282786.23-P1P2-2,0.5649
ZNF589_-_48282835.23-P1P2-1,1.0
ZNF589_-_48282835.23-P1P2-2,0.5649
ZNF593_+_26496445.23-P1P2-1,0.9979
ZNF593_+_26496797.23-P1P2-2,0.9707
ZNF593_-_26496840.23-P1P2-2,0.9912
ZNF594_+_5095089.23-P1P2-1,1.0
ZNF594_+_5095089.23-P1P2-2,1.0
ZNF594_+_5095118.23-P1P2-2,1.0
ZNF594_-_5095108.23-P1P2-1,1.0
ZNF595_+_53274.23-P1-1,0.9214
ZNF595_+_53274.23-P1-2,0.6808
ZNF595_+_53308.23-P1-1,0.9707
ZNF595_-_53249.23-P1-1,0.3192
ZNF595_-_53249.23-P1-2,0.9979
ZNF595_+_59659.23-P2-1,1.0
ZNF595_+_59659.23-P2-2,1.0
ZNF595_+_59738.23-P2-1,1.0
ZNF595_+_59738.23-P2-2,1.0
ZNF595_-_59589.23-P2-1,1.0
ZNF595_-_59589.23-P2-2,1.0
ZNF596_+_182449.23-P1P2-1,1.0
ZNF596_+_182449.23-P1P2-2,1.0
ZNF596_+_182582.23-P1P2-1,1.0
ZNF596_+_182582.23-P1P2-2,1.0
ZNF596_-_182898.23-P1P2-2,1.0
ZNF597_+_3493272.23-P1P2-1,1.0
ZNF597_+_3493447.23-P1P2-1,1.0
ZNF597_+_3493447.23-P1P2-2,1.0
ZNF597_-_3493446.23-P1P2-1,1.0
ZNF597_-_3493446.23-P1P2-2,1.0
ZNF598_+_2059741.23-P1P2-2,0.6808
ZNF598_-_2059773.23-P1P2-1,0.5
ZNF598_-_2059773.23-P1P2-2,0.9214
ZNF598_-_2059777.23-P1P2-1,0.5
ZNF598_-_2059777.23-P1P2-2,0.9912
ZNF599_+_35264058.23-P1P2-1,1.0
ZNF599_+_35264058.23-P1P2-2,1.0
ZNF599_-_35264073.23-P1P2-1,1.0
ZNF599_-_35264073.23-P1P2-2,1.0
ZNF599_-_35264102.23-P1P2-1,1.0
ZNF599_-_35264102.23-P1P2-2,1.0
ZNF600_+_53290020.23-P1P2-1,1.0
ZNF600_+_53290020.23-P1P2-2,1.0
ZNF600_-_53289553.23-P1P2-1,1.0
ZNF605_+_133532806.23-P1P2-1,1.0
ZNF605_+_133532806.23-P1P2-2,1.0
ZNF605_+_133532827.23-P1P2-1,1.0
ZNF605_-_133532717.23-P1P2-1,1.0
ZNF605_-_133532717.23-P1P2-2,1.0
ZNF606_+_58514152.23-P1P2-1,0.9984
ZNF606_+_58514152.23-P1P2-2,1.0
ZNF606_-_58514117.23-P1P2-1,0.661
ZNF606_-_58514117.23-P1P2-2,0.9999
ZNF606_-_58514167.23-P1P2-1,0.7476
ZNF607_+_38210582.23-P1P2-1,1.0
ZNF607_+_38210582.23-P1P2-2,1.0
ZNF607_+_38210604.23-P1P2-1,1.0
ZNF607_+_38210604.23-P1P2-2,1.0
ZNF607_-_38210553.23-P1P2-1,1.0
ZNF607_-_38210553.23-P1P2-2,1.0
ZNF608_+_124082255.23-P1-1,1.0
ZNF608_+_124082255.23-P1-2,1.0
ZNF608_+_124082264.23-P1-1,1.0
ZNF608_+_124082264.23-P1-2,1.0
ZNF608_-_124082317.23-P1-1,1.0
ZNF608_-_124082317.23-P1-2,1.0
ZNF608_+_124084421.23-P2-1,0.9912
ZNF608_+_124084421.23-P2-2,0.9214
ZNF608_-_124084468.23-P2-1,0.9999
ZNF609_+_64791503.23-ENST00000326648.3-1,1.0
ZNF609_+_64791503.23-ENST00000326648.3-2,1.0
ZNF609_-_64791529.23-ENST00000326648.3-1,1.0
ZNF609_-_64791529.23-ENST00000326648.3-2,1.0
ZNF609_-_64791688.23-ENST00000326648.3-1,1.0
ZNF609_-_64791688.23-ENST00000326648.3-2,1.0
ZNF610_+_52839600.23-P1P2-1,1.0
ZNF610_+_52839600.23-P1P2-2,1.0
ZNF610_+_52839807.23-P1P2-1,1.0
ZNF610_+_52839807.23-P1P2-2,1.0
ZNF610_-_52839948.23-P1P2-1,1.0
ZNF610_-_52839948.23-P1P2-2,1.0
ZNF611_+_53238252.23-P1P2-1,0.9854
ZNF611_+_53238252.23-P1P2-2,0.661
ZNF611_-_53237902.23-P1P2-1,0.9964
ZNF611_-_53237902.23-P1P2-2,0.367
ZNF611_-_53237996.23-P1P2-1,0.9997
ZNF611_-_53237996.23-P1P2-2,1.0
ZNF613_+_52430692.23-P1P2-1,1.0
ZNF613_+_52430934.23-P1P2-1,0.9854
ZNF613_+_52430934.23-P1P2-2,0.9854
ZNF613_-_52430772.23-P1P2-2,1.0
ZNF614_+_52531561.23-P1P2-1,1.0
ZNF614_+_52531561.23-P1P2-2,1.0
ZNF614_+_52531642.23-P1P2-1,1.0
ZNF614_-_52531623.23-P1P2-1,1.0
ZNF614_-_52531623.23-P1P2-2,1.0
ZNF615_+_52511430.23-P1P2-1,1.0
ZNF615_-_52511461.23-P1P2-1,1.0
ZNF615_-_52511461.23-P1P2-2,1.0
ZNF615_-_52511465.23-P1P2-1,1.0
ZNF615_-_52511465.23-P1P2-2,1.0
ZNF616_+_52643165.23-P1P2-1,1.0
ZNF616_-_52643074.23-P1P2-1,1.0
ZNF616_-_52643170.23-P1P2-2,1.0
ZNF618_+_116638641.23-P1P2-2,0.9366
ZNF618_-_116638739.23-P1P2-2,0.3634
ZNF618_-_116638823.23-P1P2-1,0.7186
ZNF619_+_40518680.23-P1P2-1,0.367
ZNF619_+_40518680.23-P1P2-2,0.5649
ZNF619_-_40518685.23-P1P2-1,0.7476
ZNF619_-_40518685.23-P1P2-2,1.0
ZNF619_-_40518715.23-P1P2-1,0.7476
ZNF619_-_40518715.23-P1P2-2,1.0
ZNF620_-_40547623.23-P1P2-1,1.0
ZNF620_-_40547623.23-P1P2-2,1.0
ZNF620_-_40547629.23-P1P2-1,1.0
ZNF620_-_40547629.23-P1P2-2,1.0
ZNF620_-_40547640.23-P1P2-1,1.0
ZNF620_-_40547640.23-P1P2-2,1.0
ZNF621_+_40566462.23-P1P2-1,0.367
ZNF621_+_40566462.23-P1P2-2,0.4649
ZNF621_+_40566525.23-P1P2-1,0.367
ZNF621_+_40566525.23-P1P2-2,1.0
ZNF621_-_40566505.23-P1P2-1,0.9984
ZNF621_-_40566505.23-P1P2-2,0.9854
ZNF623_+_144718251.23-P1P2-1,1.0
ZNF623_-_144718271.23-P1P2-1,0.9531
ZNF623_-_144718271.23-P1P2-2,1.0
ZNF623_-_144718397.23-P1P2-1,0.7476
ZNF623_-_144718397.23-P1P2-2,0.9997
ZNF624_-_16557080.23-P1P2-1,0.9227
ZNF624_-_16557080.23-P1P2-2,0.9531
ZNF624_-_16557105.23-P1P2-1,0.9993
ZNF624_-_16557105.23-P1P2-2,0.9993
ZNF624_-_16557124.23-P1P2-1,0.9227
ZNF624_-_16557124.23-P1P2-2,0.8792
ZNF625_+_12267508.23-P1P2-1,0.3192
ZNF625_+_12267508.23-P1P2-2,0.8266
ZNF625_-_12267462.23-P1P2-1,0.9979
ZNF625_-_12267462.23-P1P2-2,0.9912
ZNF626_+_20844025.23-P1P2-1,0.367
ZNF626_+_20844025.23-P1P2-2,1.0
ZNF626_+_20844324.23-P1P2-1,0.9227
ZNF626_-_20844354.23-P1P2-1,1.0
ZNF626_-_20844354.23-P1P2-2,0.4649
ZNF627_+_11708308.23-P1P2-2,0.5649
ZNF627_+_11708348.23-P1P2-1,0.9997
ZNF627_+_11708348.23-P1P2-2,1.0
ZNF627_-_11708289.23-P1P2-1,0.9926
ZNF627_-_11708289.23-P1P2-2,1.0
ZNF628_+_55988035.23-P1P2-2,0.5
ZNF628_-_55988018.23-P1P2-2,0.5
ZNF629_+_30798485.23-P1P2-2,0.5
ZNF629_-_30798451.23-P1P2-1,0.5
ZNF629_-_30798451.23-P1P2-2,0.9707
ZNF629_-_30798511.23-P1P2-1,0.9707
ZNF630_+_47930985.23-P1P2-1,1.0
ZNF630_+_47930985.23-P1P2-2,1.0
ZNF630_-_47930737.23-P1P2-2,1.0
ZNF639_-_179040821.23-P1P2-2,1.0
ZNF639_-_179040855.23-P1P2-1,1.0
ZNF639_-_179040855.23-P1P2-2,1.0
ZNF641_+_48744567.23-P1P2-1,1.0
ZNF641_+_48744632.23-P1P2-1,0.5
ZNF641_+_48744632.23-P1P2-2,0.9214
ZNF641_+_48744636.23-P1P2-2,0.8266
ZNF644_+_91487555.23-P1P2-1,1.0
ZNF644_+_91487555.23-P1P2-2,1.0
ZNF644_+_91487611.23-P1P2-1,1.0
ZNF644_+_91487611.23-P1P2-2,1.0
ZNF644_-_91486991.23-P1P2-2,1.0
ZNF645_+_22291120.23-P1P2-1,1.0
ZNF645_+_22291120.23-P1P2-2,1.0
ZNF645_-_22291104.23-P1P2-1,1.0
ZNF645_-_22291104.23-P1P2-2,1.0
ZNF645_-_22291175.23-P1P2-1,1.0
ZNF645_-_22291175.23-P1P2-2,1.0
ZNF646_+_31086031.23-P1P2-1,0.9996
ZNF646_+_31086031.23-P1P2-2,0.9214
ZNF646_-_31085772.23-P1P2-2,0.9979
ZNF646_-_31086160.23-P1P2-1,0.5
ZNF648_+_182030827.23-P1P2-1,1.0
ZNF648_+_182030827.23-P1P2-2,1.0
ZNF648_-_182030860.23-P1P2-1,1.0
ZNF648_-_182030860.23-P1P2-2,1.0
ZNF648_-_182030863.23-P1P2-1,1.0
ZNF648_-_182030863.23-P1P2-2,1.0
ZNF649_+_52408206.23-P1P2-2,0.9979
ZNF649_+_52408216.23-P1P2-1,0.5
ZNF649_+_52408216.23-P1P2-2,0.6808
ZNF649_-_52408074.23-P1P2-1,0.5
ZNF649_-_52408074.23-P1P2-2,0.9996
ZNF652_+_47439394.23-P1P2-1,0.3634
ZNF652_+_47439452.23-P1P2-1,0.7186
ZNF652_+_47439452.23-P1P2-2,0.3634
ZNF652_+_47439492.23-P1P2-2,0.7186
ZNF653_+_11616564.23-P1P2-2,1.0
ZNF653_+_11616609.23-P1P2-1,1.0
ZNF653_+_11616609.23-P1P2-2,1.0
ZNF653_+_11616625.23-P1P2-1,1.0
ZNF654_-_88188368.23-P1P2-1,1.0
ZNF654_-_88188368.23-P1P2-2,1.0
ZNF654_-_88188383.23-P1P2-1,1.0
ZNF654_-_88188383.23-P1P2-2,1.0
ZNF654_-_88188501.23-P1P2-1,1.0
ZNF654_-_88188501.23-P1P2-2,1.0
ZNF655_+_99156299.23-P1P2-1,0.9227
ZNF655_-_99156374.23-P1P2-1,1.0
ZNF655_-_99156374.23-P1P2-2,0.9993
"ZNF658_+_40791787.23-ENST00000377626.3,ENST00000602553.1-1",1.0
"ZNF658_+_40791787.23-ENST00000377626.3,ENST00000602553.1-2",1.0
"ZNF658_+_40792017.23-ENST00000377626.3,ENST00000602553.1-1",1.0
ZNF660_-_44626505.23-P1P2-1,1.0
ZNF660_-_44626505.23-P1P2-2,1.0
ZNF660_-_44626521.23-P1P2-1,1.0
ZNF660_-_44626521.23-P1P2-2,1.0
ZNF660_-_44626530.23-P1P2-1,1.0
ZNF660_-_44626530.23-P1P2-2,1.0
ZNF662_+_42947635.23-P1P2-1,1.0
ZNF662_+_42947635.23-P1P2-2,1.0
ZNF662_-_42947681.23-P1P2-1,1.0
ZNF662_-_42947681.23-P1P2-2,1.0
ZNF662_-_42947721.23-P1P2-1,1.0
ZNF664_-_124457774.23-P1P2-1,0.8792
ZNF664_-_124457774.23-P1P2-2,0.661
ZNF664_-_124457777.23-P1P2-1,0.9926
ZNF664_-_124457777.23-P1P2-2,0.9964
ZNF664_-_124457830.23-P1P2-1,1.0
ZNF664_-_124457830.23-P1P2-2,0.7476
ZNF665_+_53696586.23-P1P2-1,1.0
ZNF665_-_53696511.23-P1P2-1,1.0
ZNF665_-_53696511.23-P1P2-2,1.0
ZNF665_-_53696567.23-P1P2-1,1.0
ZNF665_-_53696567.23-P1P2-2,1.0
ZNF667_+_56988673.23-P1P2-1,0.6808
ZNF667_+_56988673.23-P1P2-2,0.9707
ZNF667_-_56988654.23-P1P2-1,0.9707
ZNF667_-_56988666.23-P1P2-1,0.3192
ZNF667_-_56988666.23-P1P2-2,0.9214
ZNF668_+_31072815.23-ENST00000417110.2-2,0.5
ZNF668_+_31072845.23-ENST00000417110.2-1,0.9214
ZNF668_+_31072845.23-ENST00000417110.2-2,0.5
ZNF668_-_31072861.23-ENST00000417110.2-1,0.9912
ZNF668_-_31072861.23-ENST00000417110.2-2,0.8266
ZNF669_-_247267408.23-P1P2-1,1.0
ZNF669_-_247267408.23-P1P2-2,1.0
ZNF669_-_247267630.23-P1P2-1,1.0
ZNF669_-_247267630.23-P1P2-2,1.0
ZNF669_-_247267651.23-P1P2-1,1.0
ZNF669_-_247267651.23-P1P2-2,1.0
ZNF670_+_247242035.23-P1P2-1,1.0
ZNF670_+_247242035.23-P1P2-2,1.0
ZNF670_+_247242086.23-P1P2-1,1.0
ZNF670_+_247242086.23-P1P2-2,1.0
ZNF670_-_247241941.23-P1P2-1,1.0
ZNF671_+_58238898.23-P1P2-1,1.0
ZNF671_+_58238898.23-P1P2-2,1.0
ZNF671_+_58238917.23-P1P2-1,1.0
ZNF671_+_58238917.23-P1P2-2,1.0
ZNF671_-_58238961.23-P1P2-2,1.0
ZNF672_+_249132426.23-P1P2-1,1.0
ZNF672_+_249132426.23-P1P2-2,1.0
ZNF672_+_249132509.23-P1P2-1,1.0
ZNF672_+_249132509.23-P1P2-2,1.0
ZNF672_-_249132766.23-P1P2-1,1.0
ZNF674_+_46404792.23-P1P2-1,0.9999
ZNF674_+_46404792.23-P1P2-2,0.9707
ZNF674_-_46404837.23-P1P2-1,0.9979
ZNF675_+_23869522.23-P1P2-1,0.9999
ZNF675_+_23869522.23-P1P2-2,1.0
ZNF675_+_23869762.23-P1P2-1,0.367
ZNF675_+_23869762.23-P1P2-2,0.9993
ZNF675_-_23869956.23-P1P2-1,0.9731
ZNF675_-_23869956.23-P1P2-2,0.4649
ZNF676_-_22379471.23-ENST00000397121.2-1,1.0
ZNF676_-_22379471.23-ENST00000397121.2-2,1.0
ZNF676_-_22379572.23-ENST00000397121.2-1,1.0
ZNF676_-_22379572.23-ENST00000397121.2-2,1.0
ZNF676_-_22379720.23-ENST00000397121.2-1,1.0
ZNF676_-_22379720.23-ENST00000397121.2-2,1.0
ZNF677_+_53758085.23-P1P2-1,1.0
ZNF677_+_53758085.23-P1P2-2,1.0
ZNF677_+_53758113.23-P1P2-1,1.0
ZNF677_+_53758113.23-P1P2-2,1.0
ZNF677_-_53758044.23-P1P2-1,1.0
ZNF677_-_53758044.23-P1P2-2,1.0
ZNF678_+_227751255.23-P1P2-1,1.0
ZNF678_+_227751287.23-P1P2-1,1.0
ZNF678_+_227751287.23-P1P2-2,1.0
ZNF679_+_63709363.23-P1P2-1,0.9993
ZNF679_+_63709363.23-P1P2-2,0.4649
ZNF679_+_63709679.23-P1P2-1,0.9984
ZNF679_+_63709679.23-P1P2-2,0.4649
ZNF679_-_63709698.23-P1P2-1,0.9854
ZNF679_-_63709698.23-P1P2-2,0.8792
ZNF680_-_64023378.23-P1P2-1,0.9366
ZNF680_-_64023378.23-P1P2-2,0.7186
ZNF680_-_64023383.23-P1P2-2,0.3634
ZNF681_-_23941389.23-P1P2-2,1.0
ZNF681_-_23941444.23-P1P2-2,1.0
ZNF681_-_23941643.23-P1P2-1,1.0
ZNF681_-_23941643.23-P1P2-2,1.0
ZNF682_+_20150283.23-P1P2-2,0.3634
ZNF682_-_20149947.23-P1P2-2,0.9366
ZNF682_-_20150052.23-P1P2-2,0.9366
ZNF683_-_26697139.23-P1P2-1,0.3192
ZNF683_-_26697246.23-P1P2-1,0.9214
ZNF683_-_26697246.23-P1P2-2,0.8266
ZNF683_-_26697258.23-P1P2-2,1.0
ZNF684_+_40997382.23-P1P2-1,0.6808
ZNF684_+_40997382.23-P1P2-2,0.5
ZNF684_-_40997369.23-P1P2-2,0.9979
ZNF684_-_40997372.23-P1P2-1,0.6808
ZNF684_-_40997372.23-P1P2-2,0.9979
ZNF687_-_151254788.23-P1P2-2,0.9366
ZNF687_-_151255162.23-P1P2-1,0.3634
ZNF687_-_151255162.23-P1P2-2,0.7186
ZNF688_+_30583009.23-P1P2-1,0.9707
ZNF688_+_30583009.23-P1P2-2,0.6808
ZNF688_+_30583049.23-P1P2-1,0.9214
ZNF688_+_30583049.23-P1P2-2,0.8266
ZNF689_+_30621680.23-P1P2-1,0.3192
ZNF689_-_30621458.23-P1P2-1,0.9214
ZNF689_-_30621458.23-P1P2-2,0.9707
ZNF689_-_30621676.23-P1P2-2,0.9912
ZNF691_+_43312304.23-P1P2-1,1.0
ZNF691_+_43312304.23-P1P2-2,0.661
ZNF691_-_43312317.23-P1P2-2,0.8209
ZNF691_-_43312320.23-P1P2-1,1.0
ZNF691_-_43312320.23-P1P2-2,0.7476
ZNF692_+_249153252.23-P1P2-1,1.0
ZNF692_+_249153252.23-P1P2-2,1.0
ZNF692_-_249153259.23-P1P2-1,1.0
ZNF692_-_249153259.23-P1P2-2,1.0
ZNF692_-_249153265.23-P1P2-2,1.0
ZNF695_+_247171282.23-ENST00000339986.7-1,0.9999
ZNF695_+_247171282.23-ENST00000339986.7-2,0.8266
ZNF695_-_247170920.23-ENST00000339986.7-1,0.9214
ZNF695_-_247170920.23-ENST00000339986.7-2,0.5
ZNF696_-_144373658.23-P1P2-1,0.3634
ZNF696_-_144373684.23-P1P2-1,0.9366
ZNF696_-_144373684.23-P1P2-2,0.9366
ZNF697_-_120190551.23-P1P2-1,0.8266
ZNF697_-_120190551.23-P1P2-2,0.6808
ZNF697_-_120190703.23-P1P2-1,0.9707
ZNF697_-_120190703.23-P1P2-2,0.5
ZNF697_-_120190725.23-P1P2-1,0.9707
ZNF699_+_9415698.23-ENST00000308650.3-1,1.0
ZNF699_+_9415788.23-ENST00000308650.3-1,1.0
ZNF699_+_9415791.23-ENST00000308650.3-1,1.0
ZNF699_+_9415791.23-ENST00000308650.3-2,1.0
ZNF699_-_9420262.23-ENST00000591998.1-2,1.0
ZNF699_-_9420344.23-ENST00000591998.1-2,1.0
ZNF69_+_11998628.23-P1P2-1,1.0
ZNF69_+_11998628.23-P1P2-2,1.0
ZNF69_+_11998638.23-P1P2-1,1.0
ZNF69_+_11998638.23-P1P2-2,1.0
ZNF69_-_11998620.23-P1P2-1,1.0
ZNF69_-_11998620.23-P1P2-2,1.0
ZNF701_+_53073556.23-P1P2-1,0.8792
ZNF701_-_53073546.23-P1P2-1,1.0
ZNF701_-_53073631.23-P1P2-1,1.0
ZNF701_-_53073631.23-P1P2-2,0.9964
ZNF705A_+_8309257.23-P1P2-2,0.7186
ZNF705A_-_8309242.23-P1P2-2,0.3634
ZNF705A_-_8309407.23-P1P2-1,0.7186
ZNF705B_+_7801354.23-ENST00000443676.1-1,0.7186
ZNF705B_+_7801354.23-ENST00000443676.1-2,0.9366
ZNF705B_-_7801642.23-ENST00000443676.1-1,0.9366
ZNF705B_-_7783899.23-ENST00000400120.3-1,1.0
ZNF705B_-_7783899.23-ENST00000400120.3-2,1.0
ZNF705B_-_7783960.23-ENST00000400120.3-1,1.0
ZNF705B_-_7783960.23-ENST00000400120.3-2,1.0
ZNF705D_+_11961932.23-ENST00000400085.3-1,1.0
ZNF705D_+_11962138.23-ENST00000400085.3-2,1.0
ZNF705D_-_11961942.23-ENST00000400085.3-1,1.0
ZNF705G_+_7242973.23-ENST00000400156.4-2,1.0
ZNF705G_+_7242980.23-ENST00000400156.4-1,1.0
ZNF705G_+_7242980.23-ENST00000400156.4-2,1.0
ZNF705G_-_7220060.23-ENST00000400078.2-1,1.0
ZNF705G_-_7220060.23-ENST00000400078.2-2,1.0
ZNF705G_-_7220078.23-ENST00000400078.2-1,1.0
ZNF705G_-_7220078.23-ENST00000400078.2-2,1.0
ZNF705G_-_7220324.23-ENST00000400078.2-1,1.0
ZNF705G_-_7220324.23-ENST00000400078.2-2,1.0
ZNF706_+_102217338.23-P1P2-1,0.9996
ZNF706_+_102217338.23-P1P2-2,0.9214
ZNF706_+_102217422.23-P1P2-1,0.3192
ZNF706_+_102217610.23-P1P2-2,0.9979
ZNF707_-_144766680.23-P1P2-1,1.0
ZNF707_-_144766680.23-P1P2-2,1.0
ZNF707_-_144766697.23-P1P2-1,1.0
ZNF707_-_144766697.23-P1P2-2,1.0
ZNF707_-_144766700.23-P1P2-1,1.0
ZNF707_-_144766700.23-P1P2-2,1.0
ZNF708_+_21512184.23-P1P2-2,1.0
ZNF708_-_21511694.23-P1P2-1,0.9731
ZNF708_-_21511694.23-P1P2-2,0.9854
ZNF708_-_21512092.23-P1P2-1,0.5649
ZNF708_-_21512092.23-P1P2-2,0.8792
ZNF70_-_24093114.23-P1P2-2,0.6808
ZNF70_-_24093123.23-P1P2-2,0.3192
ZNF70_-_24093263.23-P1P2-1,0.9996
ZNF70_-_24093263.23-P1P2-2,0.9996
ZNF710_+_90544555.23-P1P2-1,1.0
ZNF710_+_90544555.23-P1P2-2,1.0
ZNF710_-_90544771.23-P1P2-1,1.0
ZNF710_-_90544771.23-P1P2-2,1.0
ZNF711_-_84499065.23-P1P2-1,1.0
ZNF711_-_84499065.23-P1P2-2,1.0
ZNF711_-_84499202.23-P1P2-1,1.0
ZNF711_-_84499202.23-P1P2-2,1.0
ZNF711_-_84499227.23-P1P2-1,1.0
ZNF711_-_84499227.23-P1P2-2,1.0
ZNF713_+_55955180.23-P1P2-1,0.9997
ZNF713_+_55955180.23-P1P2-2,0.9993
ZNF713_+_55955201.23-P1P2-1,0.9999
ZNF713_+_55955201.23-P1P2-2,0.9984
ZNF713_-_55955196.23-P1P2-1,0.9531
ZNF713_-_55955196.23-P1P2-2,0.9964
ZNF714_+_21265128.23-P1P2-2,0.3634
ZNF714_-_21265208.23-P1P2-1,0.9366
ZNF714_-_21265208.23-P1P2-2,0.9366
ZNF716_+_57510178.23-P1P2-1,1.0
ZNF716_+_57510178.23-P1P2-2,1.0
ZNF716_-_57509878.23-P1P2-1,1.0
ZNF716_-_57509878.23-P1P2-2,1.0
ZNF716_-_57510361.23-P1P2-1,1.0
ZNF716_-_57510361.23-P1P2-2,1.0
ZNF717_+_75834257.23-P1P2-1,1.0
ZNF717_+_75834677.23-P1P2-2,1.0
ZNF717_-_75834631.23-P1P2-2,1.0
"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.0
"ZNF718_+_124420.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
"ZNF718_+_124441.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-1",1.0
"ZNF718_-_124447.23-ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1-2",1.0
ZNF718_+_154759.23-ENST00000502662.1-2,1.0
ZNF718_-_154742.23-ENST00000502662.1-1,1.0
ZNF718_-_154794.23-ENST00000502662.1-1,1.0
ZNF718_+_154870.23-ENST00000400172.3-1,1.0
ZNF718_+_154870.23-ENST00000400172.3-2,1.0
ZNF718_-_154974.23-ENST00000400172.3-1,1.0
ZNF718_-_154974.23-ENST00000400172.3-2,1.0
ZNF718_-_155188.23-ENST00000400172.3-1,1.0
ZNF71_-_57106660.23-P1P2-1,0.5
ZNF71_-_57106660.23-P1P2-2,0.9996
ZNF71_-_57106678.23-P1P2-2,0.9912
ZNF720_-_31724619.23-P1P2-1,1.0
ZNF720_-_31724619.23-P1P2-2,1.0
ZNF720_-_31724644.23-P1P2-1,1.0
ZNF720_-_31724644.23-P1P2-2,1.0
ZNF721_+_467703.23-P1-1,0.9997
ZNF721_+_467703.23-P1-2,0.8792
ZNF721_+_467875.23-P1-1,1.0
ZNF721_+_467875.23-P1-2,1.0
ZNF721_+_467943.23-P1-2,0.5649
ZNF721_+_492906.23-P2-1,0.9707
ZNF721_+_492906.23-P2-2,0.9214
ZNF721_-_492894.23-P2-2,0.9979
ZNF721_-_492901.23-P2-2,0.8266
ZNF726_+_24097720.23-P1P2-1,1.0
ZNF726_+_24097720.23-P1P2-2,1.0
ZNF726_+_24097881.23-P1P2-1,1.0
ZNF726_+_24097881.23-P1P2-2,1.0
ZNF726_+_24097911.23-P1P2-1,1.0
ZNF726_+_24097911.23-P1P2-2,1.0
ZNF727_+_63505868.23-P1P2-1,1.0
ZNF727_+_63505868.23-P1P2-2,1.0
ZNF727_+_63505892.23-P1P2-1,1.0
ZNF727_+_63505892.23-P1P2-2,1.0
ZNF727_-_63506122.23-P1P2-1,1.0
ZNF727_-_63506122.23-P1P2-2,1.0
ZNF728_+_23185948.23-ENST00000594710.1-1,1.0
ZNF728_+_23185948.23-ENST00000594710.1-2,1.0
ZNF728_+_23185954.23-ENST00000594710.1-1,1.0
ZNF728_+_23185954.23-ENST00000594710.1-2,1.0
ZNF728_-_23185908.23-ENST00000594710.1-1,1.0
ZNF728_-_23185908.23-ENST00000594710.1-2,1.0
ZNF729_+_22469240.23-P1P2-2,1.0
ZNF729_+_22469316.23-P1P2-1,1.0
ZNF729_+_22469316.23-P1P2-2,1.0
ZNF729_+_22469467.23-P1P2-1,1.0
ZNF729_+_22469467.23-P1P2-2,1.0
ZNF730_+_23299843.23-P1P2-1,0.8792
ZNF730_+_23299843.23-P1P2-2,1.0
ZNF730_+_23299846.23-P1P2-1,0.9997
ZNF730_+_23299846.23-P1P2-2,0.8792
ZNF730_+_23299854.23-P1P2-1,0.8792
ZNF730_+_23299854.23-P1P2-2,0.9964
ZNF732_+_299193.23-P1P2-2,1.0
ZNF732_+_299202.23-P1P2-1,1.0
ZNF732_+_299233.23-P1P2-1,1.0
ZNF732_+_299233.23-P1P2-2,1.0
ZNF735_+_63667746.23-NM_001159524-2,0.9366
ZNF735_-_63667917.23-NM_001159524-1,0.3634
ZNF735_-_63667931.23-NM_001159524-1,0.9366
ZNF736_+_63767900.23-P2-1,0.9964
ZNF736_+_63767900.23-P2-2,0.9964
ZNF736_+_63768226.23-P2-1,0.8792
ZNF736_+_63768226.23-P2-2,0.9993
ZNF736_-_63767882.23-P2-1,0.4649
ZNF736_-_63767882.23-P2-2,0.9984
ZNF736_+_63774421.23-P1-1,0.4649
ZNF736_+_63774426.23-P1-1,1.0
ZNF736_-_63774520.23-P1-1,1.0
ZNF736_-_63774520.23-P1-2,0.9997
ZNF737_+_20748456.23-P1P2-2,0.9996
ZNF737_-_20748248.23-P1P2-1,0.5
ZNF737_-_20748248.23-P1P2-2,0.6808
ZNF737_-_20748290.23-P1P2-1,0.9912
ZNF737_-_20748290.23-P1P2-2,0.6808
ZNF740_+_53574535.23-P1P2-1,1.0
ZNF740_+_53574535.23-P1P2-2,1.0
ZNF746_+_149194801.23-P1P2-2,0.9979
ZNF746_-_149194763.23-P1P2-1,0.9912
