,pval_outlier
SH3D19_-_152149044.23-P1-2,1.0
SH3D19_-_152149049.23-P1-1,1.0
SH3D19_-_152149049.23-P1-2,1.0
SHOX2_+_157823466.23-P1P2-1,1.0
SHOX2_+_157823494.23-P1P2-1,1.0
SHOX2_+_157823494.23-P1P2-2,1.0
SHOX2_+_157823515.23-P1P2-1,1.0
SHOX2_+_157823515.23-P1P2-2,1.0
SHOX_+_591941.23-P1P2-2,0.5
SHOX_-_591476.23-P1P2-1,0.9707
SHOX_-_591476.23-P1P2-2,0.9707
SHOX_-_591816.23-P1P2-1,0.3192
SHOX_-_591816.23-P1P2-2,0.9912
SIM1_+_100912709.23-P1P2-1,0.9993
SIM1_+_100912709.23-P1P2-2,0.9926
SIM1_+_100912773.23-P1P2-1,0.5649
SIM1_+_100912773.23-P1P2-2,1.0
SIM1_-_100912759.23-P1P2-2,1.0
SIM2_-_38071478.23-P1P2-1,1.0
SIM2_-_38071478.23-P1P2-2,0.8266
SIM2_-_38071520.23-P1P2-1,0.3192
SIM2_-_38071520.23-P1P2-2,0.9979
SIN3A_+_75747995.23-P2-2,1.0
SIN3A_-_75747701.23-P2-1,1.0
SIN3A_-_75747701.23-P2-2,1.0
SIN3A_-_75748060.23-P2-1,1.0
SIN3A_-_75748060.23-P2-2,1.0
SIRT6_+_4182469.23-P1P2-1,1.0
SIRT6_+_4182469.23-P1P2-2,1.0
SIRT6_+_4182514.23-P1P2-1,1.0
SIRT6_+_4182514.23-P1P2-2,1.0
SIRT6_+_4182517.23-P1P2-1,1.0
SIRT6_+_4182517.23-P1P2-2,1.0
SIX1_+_61116132.23-P1P2-1,1.0
SIX1_+_61116132.23-P1P2-2,1.0
SIX1_+_61116164.23-P1P2-1,1.0
SIX1_+_61116164.23-P1P2-2,1.0
SIX1_+_61116184.23-P1P2-1,1.0
SIX1_+_61116184.23-P1P2-2,1.0
SIX2_+_45236527.23-P1P2-1,1.0
SIX2_+_45236527.23-P1P2-2,1.0
SIX2_+_45236560.23-P1P2-1,1.0
SIX2_+_45236560.23-P1P2-2,1.0
SIX2_-_45236236.23-P1P2-1,1.0
SIX2_-_45236236.23-P1P2-2,1.0
SIX3_+_45169152.23-P1P2-2,0.7186
SIX3_-_45168901.23-P1P2-1,0.7186
SIX3_-_45168901.23-P1P2-2,0.9366
SIX4_+_61190686.23-P1P2-1,0.9996
SIX4_+_61190708.23-P1P2-1,0.9912
SIX4_+_61190708.23-P1P2-2,0.9707
SIX5_+_46272461.23-P1P2-1,0.6808
SIX5_+_46272465.23-P1P2-1,0.6808
SIX5_+_46272465.23-P1P2-2,0.6808
SIX5_-_46272450.23-P1P2-1,0.9912
SIX5_-_46272450.23-P1P2-2,0.9996
SIX6_+_60975939.23-P1P2-1,0.9997
SIX6_+_60975939.23-P1P2-2,0.9984
SIX6_+_60975986.23-P1P2-1,1.0
SIX6_+_60975986.23-P1P2-2,0.661
SIX6_-_60975927.23-P1P2-1,0.8209
SIX6_-_60975927.23-P1P2-2,0.8209
SKIL_+_170075893.23-P1P2-2,1.0
SKIL_-_170075632.23-P1P2-2,1.0
SKI_-_2159990.23-ENST00000378536.4-2,1.0
SKI_-_2160370.23-ENST00000378536.4-2,1.0
SKOR1_+_68115991.23-P1P2-2,1.0
SKOR1_-_68115731.23-P1P2-1,0.6808
SKOR1_-_68115861.23-P1P2-1,0.9707
"SKOR2_-_44775229.23-ENST00000400404.1,ENST00000425639.1-1",0.9999
"SKOR2_-_44775505.23-ENST00000400404.1,ENST00000425639.1-1",1.0
"SKOR2_-_44775529.23-ENST00000400404.1,ENST00000425639.1-2",1.0
SLC22A1_+_160542962.23-P1P2-1,1.0
SLC22A1_+_160542962.23-P1P2-2,1.0
SLC22A1_-_160542914.23-P1P2-1,1.0
SLC22A1_-_160542914.23-P1P2-2,1.0
SLC22A1_-_160543246.23-P1P2-1,1.0
SLC22A1_-_160543246.23-P1P2-2,1.0
SLC2A4RG_+_62371696.23-P1P2-1,1.0
SLC2A4RG_+_62371696.23-P1P2-2,1.0
SLC2A4RG_-_62371140.23-P1P2-2,1.0
SMAD1_+_146403428.23-P1P2-1,0.8266
SMAD1_+_146403428.23-P1P2-2,0.8266
SMAD1_-_146403016.23-P1P2-1,0.6808
SMAD1_-_146403016.23-P1P2-2,0.9214
SMAD2_+_45456696.23-P1P2-1,0.3192
SMAD2_+_45456754.23-P1P2-1,0.9707
SMAD2_+_45456754.23-P1P2-2,0.9979
SMAD2_+_45457217.23-P1P2-2,0.9707
SMAD3_+_67358180.23-P1P2-1,0.7186
SMAD3_+_67358233.23-P1P2-1,0.3634
SMAD3_+_67358233.23-P1P2-2,0.7186
SMAD3_-_67358553.23-P1P2-2,0.3634
SMAD4_+_48556684.23-P1P2-2,1.0
SMAD4_-_48556657.23-P1P2-1,1.0
SMAD4_-_48556657.23-P1P2-2,1.0
SMAD5_-_135468575.23-P1P2-1,1.0
SMAD5_-_135468575.23-P1P2-2,1.0
SMAD5_-_135468694.23-P1P2-2,1.0
SMAD5_-_135468962.23-P1P2-2,1.0
SMAD6_+_66994716.23-P1P2-2,0.8266
SMAD6_-_66994682.23-P1P2-1,0.9214
SMAD6_-_66994682.23-P1P2-2,0.9707
SMAD7_+_46475669.23-P1P2-1,1.0
SMAD7_+_46475669.23-P1P2-2,1.0
SMAD7_-_46475452.23-P1P2-1,1.0
SMAD7_-_46475452.23-P1P2-2,1.0
SMAD7_-_46477027.23-P1P2-2,1.0
SMAD9_+_37493930.23-P1P2-2,1.0
SMAD9_-_37494376.23-P1P2-1,1.0
SMAD9_-_37494376.23-P1P2-2,1.0
SMARCA1_+_128657456.23-P1P2-1,1.0
SMARCA1_+_128657456.23-P1P2-2,1.0
SMARCA1_-_128657004.23-P1P2-1,1.0
SMARCA1_-_128657004.23-P1P2-2,1.0
SMARCA1_-_128657372.23-P1P2-2,1.0
SMARCA2_+_2015334.23-P1P2-1,1.0
SMARCA2_+_2015334.23-P1P2-2,1.0
SMARCA2_+_2015442.23-P1P2-1,1.0
SMARCA2_+_2015442.23-P1P2-2,1.0
SMARCA2_-_2015368.23-P1P2-1,1.0
SMARCA2_-_2015368.23-P1P2-2,1.0
SMARCA4_+_11071724.23-P1P2-1,1.0
SMARCA4_+_11072167.23-P1P2-2,1.0
SMARCB1_-_24129194.23-P1-1,0.3634
SMARCB1_-_24129197.23-P1-1,0.7186
SMARCB1_-_24129197.23-P1-2,0.9948
SMARCB1_+_24133990.23-P2-1,1.0
SMARCB1_-_24134001.23-P2-2,1.0
SMARCB1_-_24134004.23-P2-1,1.0
SMARCB1_-_24134004.23-P2-2,1.0
SMYD2_+_214454534.23-P1P2-1,1.0
SMYD2_+_214454534.23-P1P2-2,1.0
SMYD2_+_214454746.23-P1P2-1,1.0
SMYD2_-_214454578.23-P1P2-2,1.0
SMYD3_+_246670500.23-P1P2-1,0.7476
SMYD3_+_246670537.23-P1P2-1,1.0
SMYD3_+_246670537.23-P1P2-2,0.9227
SMYD3_-_246670566.23-P1P2-1,0.7476
SMYD3_-_246670566.23-P1P2-2,0.9997
SNAI1_+_48599533.23-P1P2-2,1.0
SNAI1_+_48599585.23-P1P2-1,1.0
SNAI2_-_49833901.23-P1P2-1,1.0
SNAI2_-_49833904.23-P1P2-1,1.0
SNAI2_-_49833904.23-P1P2-2,1.0
SNAI2_-_49833950.23-P1P2-1,1.0
SNAI2_-_49833950.23-P1P2-2,1.0
SNAI3_+_88752864.23-P1P2-1,1.0
SNAI3_+_88752864.23-P1P2-2,0.9997
SNAI3_-_88752903.23-P1P2-1,0.9926
SNAI3_-_88752903.23-P1P2-2,1.0
SNAPC4_+_139271281.23-P1P2-1,1.0
SNAPC4_+_139271281.23-P1P2-2,1.0
SNAPC4_-_139271724.23-P1P2-1,1.0
SNAPC4_-_139271724.23-P1P2-2,1.0
SNAPC4_-_139271939.23-P1P2-1,1.0
SNAPC4_-_139271939.23-P1P2-2,1.0
SNAPC5_+_66790090.23-P1P2-1,1.0
SNAPC5_+_66790093.23-P1P2-1,1.0
SOHLH1_+_138591282.23-P1P2-1,1.0
SOHLH1_+_138591282.23-P1P2-2,1.0
SOHLH1_-_138591275.23-P1P2-1,1.0
SOHLH1_-_138591275.23-P1P2-2,1.0
SOHLH2_-_36788630.23-ENST00000379881.3-1,0.6808
SOHLH2_-_36788642.23-ENST00000379881.3-1,0.6808
SOHLH2_-_36788642.23-ENST00000379881.3-2,0.8266
SOHLH2_-_36788691.23-ENST00000379881.3-1,0.9214
SOHLH2_-_36788691.23-ENST00000379881.3-2,0.9707
SON_+_34921847.23-P2-1,1.0
SON_+_34921847.23-P2-2,1.0
SON_+_34922072.23-P2-1,1.0
SON_+_34922072.23-P2-2,1.0
SON_-_34921974.23-P2-1,1.0
SON_-_34921974.23-P2-2,1.0
SOX10_+_38380527.23-P1P2-1,1.0
SOX10_-_38380498.23-P1P2-1,0.9912
SOX10_-_38380502.23-P1P2-1,0.8266
SOX11_+_5832533.23-P1P2-1,1.0
SOX11_+_5832577.23-P1P2-2,1.0
SOX12_+_306512.23-P1P2-1,0.9993
SOX12_+_306512.23-P1P2-2,1.0
SOX12_+_306531.23-P1P2-1,1.0
SOX12_+_306531.23-P1P2-2,0.367
SOX12_-_306605.23-P1P2-1,0.9531
SOX13_+_204042262.23-P1P2-1,1.0
SOX13_-_204042339.23-P1P2-1,1.0
SOX14_-_137483206.23-P1P2-1,1.0
SOX14_-_137483210.23-P1P2-1,1.0
SOX14_-_137483534.23-P1P2-1,1.0
SOX14_-_137483534.23-P1P2-2,1.0
SOX15_+_7493344.23-P1P2-1,0.9214
SOX15_+_7493344.23-P1P2-2,0.3192
SOX15_-_7493376.23-P1P2-1,0.9999
SOX15_-_7493376.23-P1P2-2,0.8266
SOX17_-_55370563.23-P1P2-1,0.9996
SOX17_-_55370563.23-P1P2-2,0.9707
SOX17_-_55370716.23-P1P2-1,0.9707
SOX17_-_55370716.23-P1P2-2,0.3192
SOX1_+_112721491.23-P1P2-1,1.0
SOX1_+_112721491.23-P1P2-2,1.0
SOX1_+_112721509.23-P1P2-1,1.0
SOX1_+_112721509.23-P1P2-2,1.0
SOX1_-_112722122.23-P1P2-1,1.0
SOX1_-_112722122.23-P1P2-2,1.0
SOX21_+_95364768.23-P1P2-2,1.0
SOX21_-_95364741.23-P1P2-1,1.0
SOX21_-_95364741.23-P1P2-2,1.0
SOX21_-_95364777.23-P1P2-1,1.0
SOX21_-_95364777.23-P1P2-2,1.0
SOX2_+_181429955.23-P1P2-1,0.3634
SOX2_+_181429955.23-P1P2-2,0.7186
SOX2_-_181430206.23-P1P2-1,0.9366
SOX30_+_157079335.23-P1-1,0.367
SOX30_+_157079335.23-P1-2,0.4649
SOX30_+_157079347.23-P1-1,1.0
SOX30_+_157079347.23-P1-2,0.367
SOX30_-_157079340.23-P1-1,0.9227
SOX30_-_157079340.23-P1-2,1.0
SOX30_+_157098202.23-P2-2,1.0
SOX30_+_157098431.23-P2-1,1.0
SOX30_+_157098431.23-P2-2,1.0
SOX30_-_157098396.23-P2-1,1.0
SOX30_-_157098396.23-P2-2,1.0
SOX3_+_139586836.23-P1P2-2,0.9912
SOX3_-_139587007.23-P1P2-1,0.8266
SOX3_-_139587007.23-P1P2-2,0.9912
SOX3_-_139587140.23-P1P2-1,0.3192
SOX3_-_139587140.23-P1P2-2,0.5
SOX4_+_21594199.23-P1-1,0.9964
SOX4_+_21594199.23-P1-2,0.661
SOX4_+_21594436.23-P1-1,1.0
SOX4_+_21594436.23-P1-2,0.9984
SOX4_-_21594406.23-P1-1,0.9999
SOX4_+_21597984.23-P2-1,0.9926
SOX4_+_21597984.23-P2-2,1.0
SOX4_-_21597962.23-P2-1,0.4649
SOX4_-_21597962.23-P2-2,0.9964
SOX4_-_21598146.23-P2-1,0.9731
SOX4_-_21598146.23-P2-2,0.9964
SOX5_+_24102585.23-ENST00000309359.1-2,1.0
SOX5_+_24102757.23-ENST00000309359.1-1,1.0
SOX5_-_24102523.23-ENST00000309359.1-1,1.0
SOX5_-_24102523.23-ENST00000309359.1-2,1.0
SOX5_-_24048701.23-ENST00000546136.1-1,0.9964
SOX5_-_24048701.23-ENST00000546136.1-2,1.0
SOX5_-_24048932.23-ENST00000546136.1-1,0.9731
SOX5_-_24048932.23-ENST00000546136.1-2,1.0
SOX5_-_24048937.23-ENST00000546136.1-1,0.9926
SOX5_-_24048937.23-ENST00000546136.1-2,1.0
SOX6_+_16362747.23-ENST00000316399.6-1,0.9912
SOX6_+_16362747.23-ENST00000316399.6-2,0.9707
SOX6_-_16362774.23-ENST00000316399.6-1,0.9214
SOX6_-_16362786.23-ENST00000316399.6-2,0.9912
SOX6_+_16424059.23-ENST00000528429.1-1,1.0
SOX6_+_16424059.23-ENST00000528429.1-2,1.0
SOX6_+_16424230.23-ENST00000528429.1-1,1.0
SOX6_+_16424230.23-ENST00000528429.1-2,1.0
SOX6_+_16424276.23-ENST00000528429.1-1,1.0
SOX6_+_16424276.23-ENST00000528429.1-2,1.0
"SOX6_+_16497571.23-ENST00000352083.6,ENST00000396356.3-1",0.9964
"SOX6_+_16497571.23-ENST00000352083.6,ENST00000396356.3-2",0.7476
"SOX6_+_16497892.23-ENST00000352083.6,ENST00000396356.3-1",0.8209
"SOX6_+_16497892.23-ENST00000352083.6,ENST00000396356.3-2",0.8792
"SOX6_-_16497469.23-ENST00000352083.6,ENST00000396356.3-1",0.7476
"SOX6_-_16497469.23-ENST00000352083.6,ENST00000396356.3-2",0.9984
SOX8_-_1031860.23-P1P2-1,1.0
SOX8_-_1031860.23-P1P2-2,1.0
SOX8_-_1032154.23-P1P2-1,1.0
SOX9_+_70117325.23-P1P2-1,1.0
SOX9_+_70117325.23-P1P2-2,1.0
SOX9_+_70117382.23-P1P2-1,1.0
SOX9_+_70117382.23-P1P2-2,1.0
SOX9_-_70117175.23-P1P2-1,1.0
SOX9_-_70117175.23-P1P2-2,1.0
SP100_+_231280905.23-P1P2-1,0.5
SP100_+_231280905.23-P1P2-2,0.5
SP100_+_231281069.23-P1P2-1,0.5
SP100_+_231281069.23-P1P2-2,0.9996
SP100_-_231280972.23-P1P2-2,0.9979
SP110_-_231084344.23-P1P2-1,1.0
SP110_-_231084344.23-P1P2-2,1.0
SP110_-_231084626.23-P1P2-1,1.0
SP110_-_231084626.23-P1P2-2,1.0
SP110_-_231084668.23-P1P2-1,1.0
SP110_-_231084668.23-P1P2-2,1.0
SP140L_-_231191901.23-P1P2-1,1.0
SP140L_-_231191901.23-P1P2-2,1.0
SP140L_-_231191950.23-P1P2-2,1.0
SP140_+_231090646.23-P1P2-1,1.0
SP140_+_231090646.23-P1P2-2,1.0
SP140_-_231090478.23-P1P2-1,1.0
SP140_-_231090478.23-P1P2-2,0.661
SP1_+_53774073.23-P1P2-2,1.0
SP1_-_53774171.23-P1P2-2,1.0
SP3_-_174828333.23-P1P2-1,1.0
SP3_-_174828333.23-P1P2-2,1.0
SP3_-_174828595.23-P1P2-1,1.0
SP3_-_174828601.23-P1P2-1,1.0
SP4_+_21467755.23-P1P2-2,1.0
SP4_-_21467733.23-P1P2-1,1.0
SP4_-_21467733.23-P1P2-2,1.0
SP4_-_21467876.23-P1P2-1,1.0
SP4_-_21467876.23-P1P2-2,1.0
SP5_+_171572810.23-P1P2-1,0.9366
SP5_-_171571885.23-P1P2-1,0.7186
SP5_-_171571885.23-P1P2-2,0.9366
SP5_-_171571894.23-P1P2-1,0.3634
SP6_+_45928503.23-P1P2-1,1.0
SP6_+_45928503.23-P1P2-2,0.9984
SP6_-_45928410.23-P1P2-2,1.0
SP6_-_45928469.23-P1P2-1,0.4649
SP7_+_53730006.23-P1P2-1,1.0
SP7_+_53730075.23-P1P2-1,1.0
SP7_+_53730075.23-P1P2-2,1.0
SP7_+_53730083.23-P1P2-1,1.0
SP8_+_20826307.23-P1P2-1,1.0
SP8_+_20826436.23-P1P2-1,1.0
SP8_+_20826436.23-P1P2-2,1.0
SP8_-_20826141.23-P1P2-1,1.0
SP9_-_175199678.23-P1P2-1,1.0
SP9_-_175199678.23-P1P2-2,1.0
SP9_-_175199714.23-P1P2-1,1.0
SP9_-_175199714.23-P1P2-2,1.0
SP9_-_175199907.23-P1P2-2,1.0
SPDEF_+_34523704.23-P1P2-1,0.9214
SPDEF_+_34523704.23-P1P2-2,0.9912
SPDEF_-_34524033.23-P1P2-1,0.5
SPDEF_-_34524033.23-P1P2-2,0.9979
SPDEF_-_34524042.23-P1P2-2,0.5
SPEN_-_16174389.23-P1P2-2,1.0
SPEN_-_16174415.23-P1P2-1,1.0
SPI1_+_47400060.23-P1P2-2,0.9854
SPI1_-_47399863.23-P1P2-1,1.0
SPI1_-_47399863.23-P1P2-2,0.4649
SPI1_-_47400003.23-P1P2-1,0.5649
SPI1_-_47400003.23-P1P2-2,1.0
SPIB_-_50922211.23-P1P2-1,0.9999
SPIB_-_50922211.23-P1P2-2,0.9731
SPIB_-_50922234.23-P1P2-2,0.9731
SPIB_-_50922252.23-P1P2-1,0.7476
SPIB_-_50922252.23-P1P2-2,1.0
SPIC_+_101869276.23-P1P2-1,0.9926
SPIC_+_101869276.23-P1P2-2,0.7476
SPIC_-_101869280.23-P1P2-1,1.0
SPIC_-_101869280.23-P1P2-2,0.9984
SPIC_-_101869472.23-P1P2-1,0.9227
SPIC_-_101869472.23-P1P2-2,0.661
SPZ1_+_79615887.23-P1P2-1,1.0
SPZ1_+_79615887.23-P1P2-2,1.0
SPZ1_+_79615890.23-P1P2-1,1.0
SPZ1_+_79615890.23-P1P2-2,1.0
SPZ1_+_79615917.23-P1P2-1,1.0
SPZ1_+_79615917.23-P1P2-2,1.0
SREBF1_+_17726870.23-P2-1,0.8266
SREBF1_+_17726870.23-P2-2,0.9214
SREBF1_+_17726894.23-P2-1,0.3192
SREBF1_-_17726476.23-P2-1,0.9999
SREBF1_-_17739967.23-P1-2,0.5
SREBF1_-_17740294.23-P1-1,0.5
SREBF1_-_17740294.23-P1-2,0.5
SREBF2_+_42229156.23-P1P2-1,1.0
SREBF2_-_42229163.23-P1P2-1,0.9997
SREBF2_-_42229171.23-P1P2-1,0.9984
SREBF2_-_42229171.23-P1P2-2,0.9854
SRF_+_43139367.23-P1P2-2,1.0
SRF_-_43139286.23-P1P2-2,1.0
SRY_+_2655350.23-P1P2-1,1.0
SRY_+_2655350.23-P1P2-2,1.0
SRY_+_2655708.23-P1P2-1,1.0
SRY_+_2655708.23-P1P2-2,1.0
SRY_-_2655679.23-P1P2-1,1.0
SRY_-_2655679.23-P1P2-2,1.0
SS18_-_23670575.23-P1P2-2,0.7186
SS18_-_23670593.23-P1P2-2,0.7186
ST18_+_53322092.23-P1P2-1,1.0
ST18_+_53322092.23-P1P2-2,1.0
ST18_+_53322235.23-P1P2-1,1.0
ST18_+_53322235.23-P1P2-2,1.0
ST18_+_53322284.23-P1P2-1,1.0
ST18_+_53322284.23-P1P2-2,1.0
STAT1_+_191878846.23-P1P2-1,0.367
STAT1_+_191878846.23-P1P2-2,0.9926
STAT1_-_191878853.23-P1P2-1,0.9993
STAT1_-_191878903.23-P1P2-1,0.9999
STAT1_-_191878903.23-P1P2-2,1.0
STAT2_+_56753865.23-P1P2-2,1.0
STAT2_-_56753850.23-P1P2-1,1.0
STAT2_-_56753850.23-P1P2-2,1.0
STAT2_-_56753875.23-P1P2-1,1.0
STAT2_-_56753875.23-P1P2-2,1.0
STAT3_+_40540410.23-P1P2-1,1.0
STAT3_+_40540410.23-P1P2-2,0.8792
STAT3_-_40540393.23-P1P2-1,0.9999
STAT3_-_40540393.23-P1P2-2,0.4649
STAT3_-_40540437.23-P1P2-1,0.4649
STAT3_-_40540437.23-P1P2-2,1.0
STAT4_+_192015791.23-P1P2-1,1.0
STAT4_+_192015791.23-P1P2-2,1.0
STAT4_-_192015448.23-P1P2-1,1.0
STAT4_-_192015448.23-P1P2-2,1.0
STAT4_-_192015692.23-P1P2-1,1.0
STAT4_-_192015692.23-P1P2-2,1.0
STAT5A_+_40440975.23-P1P2-1,0.9996
STAT5A_-_40440896.23-P1P2-1,0.9979
STAT5A_-_40440912.23-P1P2-2,0.9912
STAT5B_+_40428355.23-P1P2-1,0.5
STAT5B_+_40428368.23-P1P2-1,0.5
STAT6_+_57505113.23-P1P2-1,0.9214
STAT6_+_57505141.23-P1P2-2,0.8266
STAT6_+_57505148.23-P1P2-1,0.9996
STAT6_+_57505148.23-P1P2-2,0.5
STOX2_+_184826482.23-P1-1,1.0
STOX2_+_184826482.23-P1-2,1.0
STOX2_+_184826707.23-P1-2,1.0
STOX2_+_184826940.23-P1-1,1.0
STOX2_+_184826940.23-P1-2,1.0
STOX2_+_184827850.23-P2-1,1.0
STOX2_+_184827850.23-P2-2,1.0
STOX2_+_184827865.23-P2-1,1.0
STOX2_-_184827825.23-P2-1,1.0
STOX2_-_184827825.23-P2-2,1.0
STRA13_+_79980332.23-P1P2-2,1.0
STRA13_+_79980686.23-P1P2-1,1.0
STRA13_+_79980695.23-P1P2-2,1.0
SUB1_-_32532022.23-P2-2,0.9214
SUB1_-_32532214.23-P2-2,0.9912
SUB1_-_32532380.23-P2-2,0.9999
SULT2A1_+_48389174.23-P1P2-1,1.0
SULT2A1_+_48389174.23-P1P2-2,1.0
SULT2A1_-_48389544.23-P1P2-1,1.0
SULT2A1_-_48389544.23-P1P2-2,1.0
SULT2A1_-_48389575.23-P1P2-1,1.0
SUPT4H1_-_56429508.23-P1P2-2,1.0
SUPT4H1_-_56429745.23-P1P2-2,1.0
TADA2B_+_7045401.23-P1P2-1,0.9912
TADA2B_+_7045440.23-P1P2-1,0.9214
TADA2B_+_7045440.23-P1P2-2,0.9912
TADA3_+_9834144.23-P1P2-1,0.7186
TADA3_+_9834148.23-P1P2-1,0.3634
TADA3_+_9834148.23-P1P2-2,0.7186
TADA3_-_9834095.23-P1P2-1,0.9366
TAF10_+_6632967.23-P1P2-1,1.0
TAF10_+_6632967.23-P1P2-2,1.0
TAF10_+_6633400.23-P1P2-1,1.0
TAF10_+_6633400.23-P1P2-2,1.0
TAF12_+_28969170.23-P1P2-1,1.0
TAF12_+_28969170.23-P1P2-2,1.0
TAF4B_-_23806425.23-P1P2-1,0.9854
TAF4B_-_23806425.23-P1P2-2,0.5649
TAF4B_-_23806470.23-P1P2-1,1.0
TAF4B_-_23806470.23-P1P2-2,0.661
TAF4B_-_23806477.23-P1P2-1,0.367
TAF4B_-_23806477.23-P1P2-2,1.0
TAF4_+_60640894.23-P1P2-2,1.0
TAF4_-_60640498.23-P1P2-2,1.0
TAF5L_+_229761790.23-P1P2-1,1.0
TAF5L_+_229761790.23-P1P2-2,1.0
TAF5_-_105127801.23-P1P2-2,1.0
TAF5_-_105128239.23-P1P2-1,1.0
TAF5_-_105128239.23-P1P2-2,1.0
TAF6_+_99716867.23-P1P2-1,1.0
TAF6_+_99716867.23-P1P2-2,1.0
TAL1_+_47696811.23-ENST00000371884.2-2,1.0
TAL1_-_47697080.23-ENST00000371884.2-1,1.0
TAL1_-_47697080.23-ENST00000371884.2-2,1.0
TAL1_-_47697112.23-ENST00000371884.2-1,1.0
TAL1_-_47697112.23-ENST00000371884.2-2,1.0
"TAL1_-_47695346.23-ENST00000294339.3,ENST00000371883.3-1",0.4649
"TAL1_-_47695346.23-ENST00000294339.3,ENST00000371883.3-2",1.0
"TAL1_-_47695385.23-ENST00000294339.3,ENST00000371883.3-1",0.4649
"TAL1_-_47695451.23-ENST00000294339.3,ENST00000371883.3-1",1.0
"TAL1_-_47695451.23-ENST00000294339.3,ENST00000371883.3-2",1.0
TAL2_-_108424785.23-ENST00000334077.3-1,1.0
TAL2_-_108424785.23-ENST00000334077.3-2,1.0
TAL2_-_108424815.23-ENST00000334077.3-2,1.0
TAL2_-_108424818.23-ENST00000334077.3-2,1.0
TARDBP_-_11072810.23-P1P2-1,1.0
TARDBP_-_11072810.23-P1P2-2,1.0
TBPL1_+_134274357.23-P1P2-1,0.9948
TBPL1_+_134274402.23-P1P2-2,0.7186
TBPL1_+_134274823.23-P1P2-1,0.7186
TBPL2_+_55907107.23-ENST00000247219.5-1,1.0
TBPL2_+_55907294.23-ENST00000247219.5-1,1.0
TBPL2_+_55907294.23-ENST00000247219.5-2,1.0
TBPL2_-_55907277.23-ENST00000247219.5-1,1.0
TBPL2_-_55907277.23-ENST00000247219.5-2,1.0
TBR1_+_162272884.23-P1P2-2,0.9912
TBR1_+_162272992.23-P1P2-1,0.3192
TBR1_-_162273149.23-P1P2-1,0.9912
TBR1_-_162273149.23-P1P2-2,0.9979
TBX10_+_67407023.23-P1P2-1,1.0
TBX10_+_67407023.23-P1P2-2,1.0
TBX10_+_67407158.23-P1P2-1,1.0
TBX10_+_67407158.23-P1P2-2,1.0
TBX10_+_67407216.23-P1P2-2,1.0
TBX15_+_119530249.23-P1P2-1,1.0
TBX15_-_119530463.23-P1P2-1,1.0
TBX15_-_119530463.23-P1P2-2,1.0
TBX15_-_119530548.23-P1P2-1,1.0
TBX15_-_119530548.23-P1P2-2,1.0
TBX18_+_85473129.23-P2-1,1.0
TBX18_+_85473129.23-P2-2,1.0
TBX18_-_85473147.23-P2-1,1.0
TBX18_-_85473147.23-P2-2,1.0
TBX18_+_85474280.23-P1-1,1.0
TBX18_+_85474280.23-P1-2,1.0
TBX18_-_85474246.23-P1-1,1.0
TBX18_-_85474246.23-P1-2,1.0
TBX18_-_85474258.23-P1-1,1.0
TBX19_+_168250200.23-ENST00000367821.3-1,1.0
TBX19_+_168250200.23-ENST00000367821.3-2,1.0
TBX19_+_168250216.23-ENST00000367821.3-1,1.0
TBX19_+_168250216.23-ENST00000367821.3-2,1.0
TBX19_-_168250159.23-ENST00000367821.3-1,1.0
TBX19_-_168250159.23-ENST00000367821.3-2,1.0
TBX1_+_19748496.23-P1P2-1,1.0
TBX1_+_19748496.23-P1P2-2,1.0
TBX20_+_35293710.23-P1P2-1,0.7186
TBX20_-_35293680.23-P1P2-2,0.3634
TBX20_-_35293701.23-P1P2-1,0.3634
TBX20_-_35293701.23-P1P2-2,0.7186
TBX21_+_45810628.23-P1P2-1,0.9979
TBX21_+_45810628.23-P1P2-2,0.5
TBX21_+_45810650.23-P1P2-2,0.9214
TBX21_-_45810624.23-P1P2-2,0.5
TBX22_+_79270221.23-P1P2-1,1.0
TBX22_+_79270399.23-P1P2-1,1.0
TBX22_+_79270399.23-P1P2-2,1.0
TBX22_+_79270455.23-P1P2-2,1.0
TBX2_+_59477278.23-P1P2-1,0.9366
TBX2_+_59477278.23-P1P2-2,0.9948
TBX2_-_59477227.23-P1P2-2,0.3634
TBX3_+_115121951.23-P1P2-1,1.0
TBX3_+_115121951.23-P1P2-2,1.0
TBX3_+_115121957.23-P1P2-1,1.0
TBX3_+_115121957.23-P1P2-2,1.0
TBX3_-_115121988.23-P1P2-1,1.0
TBX4_+_59529758.23-P1-1,1.0
TBX4_+_59529758.23-P1-2,1.0
TBX4_+_59529775.23-P1-1,1.0
TBX4_+_59529775.23-P1-2,1.0
TBX4_-_59529809.23-P1-1,1.0
TBX4_-_59529809.23-P1-2,1.0
TBX4_-_59533671.23-P2-2,1.0
TBX4_-_59533677.23-P2-2,1.0
TBX5_+_114843572.23-P2-1,1.0
TBX5_+_114843928.23-P2-1,1.0
TBX5_+_114843928.23-P2-2,1.0
TBX5_+_114843956.23-P2-1,1.0
TBX5_+_114845581.23-P1-2,1.0
TBX5_+_114845617.23-P1-1,0.9531
TBX5_+_114845617.23-P1-2,1.0
TBX5_-_114845786.23-P1-1,0.9984
TBX5_-_114845786.23-P1-2,1.0
TBX6_+_30103196.23-P1P2-2,1.0
TBX6_-_30103224.23-P1P2-1,0.367
TBX6_-_30103224.23-P1P2-2,1.0
